goos: darwin
goarch: amd64
pkg: github.com/ef-ds/deque-bench-tests
cpu: Intel(R) Core(TM) i5-7267U CPU @ 3.10GHz
BenchmarkFillCookiejarQueue/0-4         	  123321	      8361 ns/op	   65672 B/op	       3 allocs/op
BenchmarkSlowIncreaseCookiejarQueue/10000-4      	    1686	    709286 ns/op	  582505 B/op	   20009 allocs/op
BenchmarkSlowIncreaseCookiejarQueue/10000-4      	    1699	    712451 ns/op	  582505 B/op	   20009 allocs/op
BenchmarkSlowIncreaseCookiejarQueue/10000-4      	    1806	    663554 ns/op	  582505 B/op	   20009 allocs/op
BenchmarkSlowIncreaseCookiejarQueue/10000-4      	    1672	    665510 ns/op	  582505 B/op	   20009 allocs/op
BenchmarkSlowIncreaseCookiejarQueue/10000-4      	    1777	    656441 ns/op	  582505 B/op	   20009 allocs/op
BenchmarkSlowIncreaseCookiejarQueue/10000-4      	    1790	    657428 ns/op	  582505 B/op	   20009 allocs/op
BenchmarkSlowIncreaseCookiejarQueue/10000-4      	    1773	    659736 ns/op	  582505 B/op	   20009 allocs/op
BenchmarkSlowIncreaseCookiejarQueue/10000-4      	    1737	    661300 ns/op	  582505 B/op	   20009 allocs/op
BenchmarkSlowIncreaseCookiejarQueue/10000-4      	    1794	    657358 ns/op	  582505 B/op	   20009 allocs/op
BenchmarkSlowIncreaseCookiejarQueue/100000-4     	     150	   7863036 ns/op	 4912763 B/op	  200053 allocs/op
BenchmarkSlowIncreaseCookiejarQueue/100000-4     	     150	   7862341 ns/op	 4912762 B/op	  200053 allocs/op
BenchmarkSlowIncreaseCookiejarQueue/100000-4     	     136	   8042021 ns/op	 4912767 B/op	  200053 allocs/op
BenchmarkSlowIncreaseCookiejarQueue/100000-4     	     151	   7801963 ns/op	 4912765 B/op	  200053 allocs/op
BenchmarkSlowIncreaseCookiejarQueue/100000-4     	     152	   7901865 ns/op	 4912765 B/op	  200053 allocs/op
BenchmarkSlowIncreaseCookiejarQueue/100000-4     	     151	   7770271 ns/op	 4912765 B/op	  200053 allocs/op
BenchmarkSlowIncreaseCookiejarQueue/100000-4     	     151	   7859587 ns/op	 4912765 B/op	  200053 allocs/op
BenchmarkSlowIncreaseCookiejarQueue/100000-4     	     150	   7873864 ns/op	 4912765 B/op	  200053 allocs/op
BenchmarkSlowIncreaseCookiejarQueue/100000-4     	     148	   7876058 ns/op	 4912763 B/op	  200053 allocs/op
BenchmarkSlowIncreaseCookiejarQueue/100000-4     	     150	   7905867 ns/op	 4912767 B/op	  200053 allocs/op
BenchmarkSlowIncreaseCookiejarQueue/1000000-4    	      14	  80431474 ns/op	48901816 B/op	 2000493 allocs/op
BenchmarkSlowIncreaseCookiejarQueue/1000000-4    	      14	  78212670 ns/op	48901822 B/op	 2000493 allocs/op
BenchmarkSlowIncreaseCookiejarQueue/1000000-4    	      14	  78884720 ns/op	48901816 B/op	 2000493 allocs/op
BenchmarkSlowIncreaseCookiejarQueue/1000000-4    	      14	  80338500 ns/op	48901816 B/op	 2000493 allocs/op
BenchmarkSlowIncreaseCookiejarQueue/1000000-4    	      15	  78823642 ns/op	48901822 B/op	 2000493 allocs/op
BenchmarkSlowIncreaseCookiejarQueue/1000000-4    	      14	  78673336 ns/op	48901822 B/op	 2000493 allocs/op
BenchmarkSlowIncreaseCookiejarQueue/1000000-4    	      14	  78369051 ns/op	48901822 B/op	 2000493 allocs/op
BenchmarkSlowIncreaseCookiejarQueue/1000000-4    	      14	  78054748 ns/op	48901822 B/op	 2000493 allocs/op
BenchmarkSlowIncreaseCookiejarQueue/1000000-4    	      14	  79505473 ns/op	48901829 B/op	 2000493 allocs/op
BenchmarkSlowIncreaseCookiejarQueue/1000000-4    	      15	  77918504 ns/op	48901828 B/op	 2000493 allocs/op
BenchmarkSlowIncreaseCookiejarStack/1-4          	  132639	      8907 ns/op	   65704 B/op	       5 allocs/op
BenchmarkSlowIncreaseCookiejarStack/1-4          	  124194	      8947 ns/op	   65704 B/op	       5 allocs/op
BenchmarkSlowIncreaseCookiejarStack/1-4          	  130123	      9020 ns/op	   65704 B/op	       5 allocs/op
BenchmarkSlowIncreaseCookiejarStack/1-4          	  129733	      9024 ns/op	   65704 B/op	       5 allocs/op
BenchmarkSlowIncreaseCookiejarStack/1-4          	  130802	      9058 ns/op	   65704 B/op	       5 allocs/op
BenchmarkSlowIncreaseCookiejarStack/1-4          	  130392	      8977 ns/op	   65704 B/op	       5 allocs/op
BenchmarkSlowIncreaseCookiejarStack/1-4          	  131314	      9070 ns/op	   65704 B/op	       5 allocs/op
BenchmarkSlowIncreaseCookiejarStack/1-4          	  124158	      8951 ns/op	   65704 B/op	       5 allocs/op
BenchmarkSlowIncreaseCookiejarStack/1-4          	  125784	      9062 ns/op	   65704 B/op	       5 allocs/op
BenchmarkSlowIncreaseCookiejarStack/1-4          	  124710	      9125 ns/op	   65704 B/op	       5 allocs/op
BenchmarkSlowIncreaseCookiejarStack/10-4         	  117936	      9824 ns/op	   65992 B/op	      23 allocs/op
BenchmarkSlowIncreaseCookiejarStack/10-4         	  119281	      9849 ns/op	   65992 B/op	      23 allocs/op
BenchmarkSlowIncreaseCookiejarStack/10-4         	  118394	      9946 ns/op	   65992 B/op	      23 allocs/op
BenchmarkSlowIncreaseCookiejarStack/10-4         	  118993	      9863 ns/op	   65992 B/op	      23 allocs/op
BenchmarkSlowIncreaseCookiejarStack/10-4         	  120894	      9730 ns/op	   65992 B/op	      23 allocs/op
BenchmarkSlowIncreaseCookiejarStack/10-4         	  119612	      9857 ns/op	   65992 B/op	      23 allocs/op
BenchmarkSlowIncreaseCookiejarStack/10-4         	  120600	      9930 ns/op	   65992 B/op	      23 allocs/op
BenchmarkSlowIncreaseCookiejarStack/10-4         	  113971	      9948 ns/op	   65992 B/op	      23 allocs/op
BenchmarkSlowIncreaseCookiejarStack/10-4         	  119497	      9958 ns/op	   65992 B/op	      23 allocs/op
BenchmarkSlowIncreaseCookiejarStack/10-4         	  119276	      9952 ns/op	   65992 B/op	      23 allocs/op
BenchmarkSlowIncreaseCookiejarStack/100-4        	   79964	     14975 ns/op	   68872 B/op	     203 allocs/op
BenchmarkSlowIncreaseCookiejarStack/100-4        	   80329	     14864 ns/op	   68872 B/op	     203 allocs/op
BenchmarkSlowIncreaseCookiejarStack/100-4        	   79479	     14918 ns/op	   68872 B/op	     203 allocs/op
BenchmarkSlowIncreaseCookiejarStack/100-4        	   80025	     15004 ns/op	   68872 B/op	     203 allocs/op
BenchmarkSlowIncreaseCookiejarStack/100-4        	   79496	     16082 ns/op	   68872 B/op	     203 allocs/op
BenchmarkSlowIncreaseCookiejarStack/100-4        	   69916	     15049 ns/op	   68872 B/op	     203 allocs/op
BenchmarkSlowIncreaseCookiejarStack/100-4        	   77820	     15049 ns/op	   68872 B/op	     203 allocs/op
BenchmarkSlowIncreaseCookiejarStack/100-4        	   78610	     14934 ns/op	   68872 B/op	     203 allocs/op
BenchmarkSlowIncreaseCookiejarStack/100-4        	   78644	     15395 ns/op	   68872 B/op	     203 allocs/op
BenchmarkSlowIncreaseCookiejarStack/100-4        	   69801	     15125 ns/op	   68872 B/op	     203 allocs/op
BenchmarkSlowIncreaseCookiejarStack/1000-4       	   17083	     69522 ns/op	   97672 B/op	    2003 allocs/op
BenchmarkSlowIncreaseCookiejarStack/1000-4       	   17109	     69827 ns/op	   97672 B/op	    2003 allocs/op
BenchmarkSlowIncreaseCookiejarStack/1000-4       	   17058	     69417 ns/op	   97672 B/op	    2003 allocs/op
BenchmarkSlowIncreaseCookiejarStack/1000-4       	   16959	     69681 ns/op	   97672 B/op	    2003 allocs/op
BenchmarkSlowIncreaseCookiejarStack/1000-4       	   17110	     70338 ns/op	   97672 B/op	    2003 allocs/op
BenchmarkSlowIncreaseCookiejarStack/1000-4       	   17058	     69585 ns/op	   97672 B/op	    2003 allocs/op
BenchmarkSlowIncreaseCookiejarStack/1000-4       	   17106	     69408 ns/op	   97672 B/op	    2003 allocs/op
BenchmarkSlowIncreaseCookiejarStack/1000-4       	   17124	     69776 ns/op	   97672 B/op	    2003 allocs/op
BenchmarkSlowIncreaseCookiejarStack/1000-4       	   16996	     69556 ns/op	   97672 B/op	    2003 allocs/op
BenchmarkSlowIncreaseCookiejarStack/1000-4       	   17156	     69426 ns/op	   97672 B/op	    2003 allocs/op
BenchmarkSlowIncreaseCookiejarStack/10000-4      	    1803	    649769 ns/op	  516874 B/op	   20007 allocs/op
BenchmarkSlowIncreaseCookiejarStack/10000-4      	    1810	    660814 ns/op	  516874 B/op	   20007 allocs/op
BenchmarkSlowIncreaseCookiejarStack/10000-4      	    1800	    648110 ns/op	  516873 B/op	   20007 allocs/op
BenchmarkSlowIncreaseCookiejarStack/10000-4      	    1718	    648180 ns/op	  516874 B/op	   20007 allocs/op
BenchmarkSlowIncreaseCookiejarStack/10000-4      	    1818	    646540 ns/op	  516873 B/op	   20007 allocs/op
BenchmarkSlowIncreaseCookiejarStack/10000-4      	    1800	    648813 ns/op	  516873 B/op	   20007 allocs/op
BenchmarkSlowIncreaseCookiejarStack/10000-4      	    1788	    648103 ns/op	  516873 B/op	   20007 allocs/op
BenchmarkSlowIncreaseCookiejarStack/10000-4      	    1804	    660479 ns/op	  516873 B/op	   20007 allocs/op
BenchmarkSlowIncreaseCookiejarStack/10000-4      	    1827	    650990 ns/op	  516873 B/op	   20007 allocs/op
BenchmarkSlowIncreaseCookiejarStack/10000-4      	    1791	    651310 ns/op	  516873 B/op	   20007 allocs/op
BenchmarkSlowIncreaseCookiejarStack/100000-4     	     148	   7988004 ns/op	 4846594 B/op	  200051 allocs/op
BenchmarkSlowIncreaseCookiejarStack/100000-4     	     148	   7984013 ns/op	 4846592 B/op	  200051 allocs/op
BenchmarkSlowIncreaseCookiejarStack/100000-4     	     146	   7872570 ns/op	 4846590 B/op	  200051 allocs/op
BenchmarkSlowIncreaseCookiejarStack/100000-4     	     148	   8012439 ns/op	 4846588 B/op	  200051 allocs/op
BenchmarkSlowIncreaseCookiejarStack/100000-4     	     148	   7901077 ns/op	 4846589 B/op	  200051 allocs/op
BenchmarkSlowIncreaseCookiejarStack/100000-4     	     150	   7937049 ns/op	 4846585 B/op	  200051 allocs/op
BenchmarkSlowIncreaseCookiejarStack/100000-4     	     148	   7978101 ns/op	 4846593 B/op	  200051 allocs/op
BenchmarkSlowIncreaseCookiejarStack/100000-4     	     147	   7957136 ns/op	 4846590 B/op	  200051 allocs/op
BenchmarkSlowIncreaseCookiejarStack/100000-4     	     146	   7919264 ns/op	 4846592 B/op	  200051 allocs/op
BenchmarkSlowIncreaseCookiejarStack/100000-4     	     148	   7912525 ns/op	 4846589 B/op	  200051 allocs/op
BenchmarkSlowIncreaseCookiejarStack/1000000-4    	      14	  81413678 ns/op	48830136 B/op	 2000491 allocs/op
BenchmarkSlowIncreaseCookiejarStack/1000000-4    	      14	  89655637 ns/op	48830149 B/op	 2000491 allocs/op
BenchmarkSlowIncreaseCookiejarStack/1000000-4    	      14	  79372911 ns/op	48830142 B/op	 2000491 allocs/op
BenchmarkSlowIncreaseCookiejarStack/1000000-4    	      15	  80232564 ns/op	48830136 B/op	 2000491 allocs/op
BenchmarkSlowIncreaseCookiejarStack/1000000-4    	      14	  79619421 ns/op	48830142 B/op	 2000491 allocs/op
BenchmarkSlowIncreaseCookiejarStack/1000000-4    	      14	  79919262 ns/op	48830142 B/op	 2000491 allocs/op
BenchmarkSlowIncreaseCookiejarStack/1000000-4    	      15	  80009518 ns/op	48830136 B/op	 2000491 allocs/op
BenchmarkSlowIncreaseCookiejarStack/1000000-4    	      14	  79857381 ns/op	48830149 B/op	 2000491 allocs/op
BenchmarkSlowIncreaseCookiejarStack/1000000-4    	      14	  79175395 ns/op	48830142 B/op	 2000491 allocs/op
BenchmarkSlowIncreaseCookiejarStack/1000000-4    	      14	  81431370 ns/op	48830142 B/op	 2000491 allocs/op
BenchmarkStableCookiejarQueue/1-4                	36595064	        31.54 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableCookiejarQueue/1-4                	37190214	        31.37 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableCookiejarQueue/1-4                	36649848	        31.27 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableCookiejarQueue/1-4                	36611776	        31.64 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableCookiejarQueue/1-4                	36901276	        31.52 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableCookiejarQueue/1-4                	37236822	        31.38 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableCookiejarQueue/1-4                	36767323	        31.36 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableCookiejarQueue/1-4                	36548852	        31.41 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableCookiejarQueue/1-4                	36719052	        31.52 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableCookiejarQueue/1-4                	35834850	        31.24 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableCookiejarQueue/10-4               	 3792052	       317.4 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableCookiejarQueue/10-4               	 3788064	       317.7 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableCookiejarQueue/10-4               	 3784814	       318.2 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableCookiejarQueue/10-4               	 3790041	       318.2 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableCookiejarQueue/10-4               	 3781094	       319.8 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableCookiejarQueue/10-4               	 3783303	       318.0 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableCookiejarQueue/10-4               	 3637036	       320.1 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableCookiejarQueue/10-4               	 3726708	       320.6 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableCookiejarQueue/10-4               	 3790731	       320.4 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableCookiejarQueue/10-4               	 3740728	       316.8 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableCookiejarQueue/100-4              	  351717	      3095 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableCookiejarQueue/100-4              	  377919	      3091 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableCookiejarQueue/100-4              	  357304	      3132 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableCookiejarQueue/100-4              	  361000	      3168 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableCookiejarQueue/100-4              	  364291	      3118 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableCookiejarQueue/100-4              	  380138	      3097 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableCookiejarQueue/100-4              	  377943	      3118 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableCookiejarQueue/100-4              	  361141	      3098 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableCookiejarQueue/100-4              	  373800	      3122 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableCookiejarQueue/100-4              	  372190	      3093 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableCookiejarQueue/1000-4             	   38804	     30834 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableCookiejarQueue/1000-4             	   39202	     30747 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableCookiejarQueue/1000-4             	   38552	     31247 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableCookiejarQueue/1000-4             	   39062	     30851 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableCookiejarQueue/1000-4             	   38391	     30780 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableCookiejarQueue/1000-4             	   39070	     30889 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableCookiejarQueue/1000-4             	   38726	     32657 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableCookiejarQueue/1000-4             	   36844	     30981 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableCookiejarQueue/1000-4             	   38581	     31372 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableCookiejarQueue/1000-4             	   38330	     31061 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableCookiejarQueue/10000-4            	    3709	    308876 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableCookiejarQueue/10000-4            	    3681	    308338 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableCookiejarQueue/10000-4            	    3824	    307918 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableCookiejarQueue/10000-4            	    3777	    307092 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableCookiejarQueue/10000-4            	    3740	    309831 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableCookiejarQueue/10000-4            	    3784	    308511 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableCookiejarQueue/10000-4            	    3813	    311508 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableCookiejarQueue/10000-4            	    3669	    309502 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableCookiejarQueue/10000-4            	    3800	    312137 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableCookiejarQueue/10000-4            	    3634	    308368 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableCookiejarQueue/100000-4           	     387	   3068909 ns/op	 1600004 B/op	  100000 allocs/op
BenchmarkStableCookiejarQueue/100000-4           	     387	   3071100 ns/op	 1600005 B/op	  100000 allocs/op
BenchmarkStableCookiejarQueue/100000-4           	     385	   3093175 ns/op	 1600004 B/op	  100000 allocs/op
BenchmarkStableCookiejarQueue/100000-4           	     382	   3074543 ns/op	 1600005 B/op	  100000 allocs/op
BenchmarkStableCookiejarQueue/100000-4           	     388	   3095112 ns/op	 1600005 B/op	  100000 allocs/op
BenchmarkStableCookiejarQueue/100000-4           	     388	   3080386 ns/op	 1600004 B/op	  100000 allocs/op
BenchmarkStableCookiejarQueue/100000-4           	     382	   3083483 ns/op	 1600002 B/op	  100000 allocs/op
BenchmarkStableCookiejarQueue/100000-4           	     388	   3089550 ns/op	 1600004 B/op	  100000 allocs/op
BenchmarkStableCookiejarQueue/100000-4           	     385	   3110616 ns/op	 1600002 B/op	  100000 allocs/op
BenchmarkStableCookiejarQueue/100000-4           	     388	   3082018 ns/op	 1600003 B/op	  100000 allocs/op
BenchmarkStableCookiejarQueue/1000000-4          	      36	  30919619 ns/op	16000029 B/op	 1000000 allocs/op
BenchmarkStableCookiejarQueue/1000000-4          	      36	  30889620 ns/op	16000050 B/op	 1000000 allocs/op
BenchmarkStableCookiejarQueue/1000000-4          	      37	  30943780 ns/op	16000044 B/op	 1000000 allocs/op
BenchmarkStableCookiejarQueue/1000000-4          	      36	  31010461 ns/op	16000048 B/op	 1000000 allocs/op
BenchmarkStableCookiejarQueue/1000000-4          	      37	  30945082 ns/op	16000041 B/op	 1000000 allocs/op
BenchmarkStableCookiejarQueue/1000000-4          	      37	  30959388 ns/op	16000057 B/op	 1000000 allocs/op
BenchmarkStableCookiejarQueue/1000000-4          	      37	  30972492 ns/op	16000038 B/op	 1000000 allocs/op
BenchmarkStableCookiejarQueue/1000000-4          	      37	  30945525 ns/op	16000046 B/op	 1000000 allocs/op
BenchmarkStableCookiejarQueue/1000000-4          	      37	  30950621 ns/op	16000054 B/op	 1000000 allocs/op
BenchmarkStableCookiejarQueue/1000000-4          	      37	  30895164 ns/op	16000064 B/op	 1000000 allocs/op
BenchmarkStableCookiejarStack/1-4                	36100639	        31.14 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableCookiejarStack/1-4                	36472951	        31.37 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableCookiejarStack/1-4                	37104128	        31.22 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableCookiejarStack/1-4                	36952872	        31.09 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableCookiejarStack/1-4                	37076850	        31.28 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableCookiejarStack/1-4                	37091059	        31.21 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableCookiejarStack/1-4                	36338760	        31.37 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableCookiejarStack/1-4                	37162906	        31.50 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableCookiejarStack/1-4                	34635938	        31.22 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableCookiejarStack/1-4                	36725594	        31.50 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableCookiejarStack/10-4               	 3792061	       314.9 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableCookiejarStack/10-4               	 3821916	       317.4 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableCookiejarStack/10-4               	 3819469	       316.8 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableCookiejarStack/10-4               	 3180944	       321.7 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableCookiejarStack/10-4               	 3783109	       314.8 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableCookiejarStack/10-4               	 3769465	       315.6 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableCookiejarStack/10-4               	 3810913	       315.3 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableCookiejarStack/10-4               	 3771865	       314.4 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableCookiejarStack/10-4               	 3819619	       316.1 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableCookiejarStack/10-4               	 3802040	       315.4 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableCookiejarStack/100-4              	  378583	      3082 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableCookiejarStack/100-4              	  375758	      3066 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableCookiejarStack/100-4              	  373786	      3071 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableCookiejarStack/100-4              	  371080	      3057 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableCookiejarStack/100-4              	  374024	      3103 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableCookiejarStack/100-4              	  374800	      3066 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableCookiejarStack/100-4              	  374568	      3071 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableCookiejarStack/100-4              	  372762	      3090 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableCookiejarStack/100-4              	  368234	      3067 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableCookiejarStack/100-4              	  372324	      3072 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableCookiejarStack/1000-4             	   38343	     31933 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableCookiejarStack/1000-4             	   38440	     31191 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableCookiejarStack/1000-4             	   36982	     31453 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableCookiejarStack/1000-4             	   38899	     31420 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableCookiejarStack/1000-4             	   38697	     30745 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableCookiejarStack/1000-4             	   38983	     31423 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableCookiejarStack/1000-4             	   38768	     30959 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableCookiejarStack/1000-4             	   38896	     30898 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableCookiejarStack/1000-4             	   38894	     30866 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableCookiejarStack/1000-4             	   38733	     30841 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableCookiejarStack/10000-4            	    3732	    308979 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableCookiejarStack/10000-4            	    3765	    309037 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableCookiejarStack/10000-4            	    3432	    310036 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableCookiejarStack/10000-4            	    3813	    310619 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableCookiejarStack/10000-4            	    3760	    311652 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableCookiejarStack/10000-4            	    3800	    308729 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableCookiejarStack/10000-4            	    3675	    312816 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableCookiejarStack/10000-4            	    3769	    307094 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableCookiejarStack/10000-4            	    3766	    305324 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableCookiejarStack/10000-4            	    3846	    306284 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableCookiejarStack/100000-4           	     390	   3078317 ns/op	 1600003 B/op	  100000 allocs/op
BenchmarkStableCookiejarStack/100000-4           	     388	   3072925 ns/op	 1600002 B/op	  100000 allocs/op
BenchmarkStableCookiejarStack/100000-4           	     392	   3064693 ns/op	 1600005 B/op	  100000 allocs/op
BenchmarkStableCookiejarStack/100000-4           	     390	   3045243 ns/op	 1600003 B/op	  100000 allocs/op
BenchmarkStableCookiejarStack/100000-4           	     391	   3083495 ns/op	 1600005 B/op	  100000 allocs/op
BenchmarkStableCookiejarStack/100000-4           	     392	   3086062 ns/op	 1600005 B/op	  100000 allocs/op
BenchmarkStableCookiejarStack/100000-4           	     392	   3067012 ns/op	 1600004 B/op	  100000 allocs/op
BenchmarkStableCookiejarStack/100000-4           	     380	   3042266 ns/op	 1600004 B/op	  100000 allocs/op
BenchmarkStableCookiejarStack/100000-4           	     391	   3063985 ns/op	 1600005 B/op	  100000 allocs/op
BenchmarkStableCookiejarStack/100000-4           	     390	   3066309 ns/op	 1600004 B/op	  100000 allocs/op
BenchmarkStableCookiejarStack/1000000-4          	      36	  30583978 ns/op	16000045 B/op	 1000000 allocs/op
BenchmarkStableCookiejarStack/1000000-4          	      38	  30625012 ns/op	16000050 B/op	 1000000 allocs/op
BenchmarkStableCookiejarStack/1000000-4          	      37	  30587969 ns/op	16000051 B/op	 1000000 allocs/op
BenchmarkStableCookiejarStack/1000000-4          	      36	  30774485 ns/op	16000061 B/op	 1000000 allocs/op
BenchmarkStableCookiejarStack/1000000-4          	      37	  30975123 ns/op	16000057 B/op	 1000000 allocs/op
BenchmarkStableCookiejarStack/1000000-4          	      36	  30619760 ns/op	16000061 B/op	 1000000 allocs/op
BenchmarkStableCookiejarStack/1000000-4          	      37	  30753404 ns/op	16000077 B/op	 1000000 allocs/op
BenchmarkStableCookiejarStack/1000000-4          	      37	  30674716 ns/op	16000064 B/op	 1000000 allocs/op
BenchmarkStableCookiejarStack/1000000-4          	      37	  30993256 ns/op	16000077 B/op	 1000000 allocs/op
BenchmarkStableCookiejarStack/1000000-4          	      37	  30578974 ns/op	16000072 B/op	 1000000 allocs/op
PASS
ok  	github.com/ef-ds/deque-bench-tests	1382.823s
