goos: darwin
goarch: amd64
pkg: github.com/ef-ds/deque-bench-tests
cpu: Intel(R) Core(TM) i5-7267U CPU @ 3.10GHz
BenchmarkFillGammazeroQueue/0-4         	27841816	        40.59 ns/op	      48 B/op	       1 allocs/op
BenchmarkSlowIncreaseGammazeroQueue/1000-4       	   16113	     73646 ns/op	   80688 B/op	    2014 allocs/op
BenchmarkSlowIncreaseGammazeroQueue/10000-4      	    1399	    831977 ns/op	 1105970 B/op	   20022 allocs/op
BenchmarkSlowIncreaseGammazeroQueue/10000-4      	    1422	    826559 ns/op	 1105970 B/op	   20022 allocs/op
BenchmarkSlowIncreaseGammazeroQueue/10000-4      	    1418	    829915 ns/op	 1105969 B/op	   20022 allocs/op
BenchmarkSlowIncreaseGammazeroQueue/10000-4      	    1402	    829861 ns/op	 1105969 B/op	   20022 allocs/op
BenchmarkSlowIncreaseGammazeroQueue/10000-4      	    1444	    823556 ns/op	 1105970 B/op	   20022 allocs/op
BenchmarkSlowIncreaseGammazeroQueue/10000-4      	    1432	    826881 ns/op	 1105970 B/op	   20022 allocs/op
BenchmarkSlowIncreaseGammazeroQueue/10000-4      	    1408	    823644 ns/op	 1105970 B/op	   20022 allocs/op
BenchmarkSlowIncreaseGammazeroQueue/10000-4      	    1434	    819964 ns/op	 1105971 B/op	   20022 allocs/op
BenchmarkSlowIncreaseGammazeroQueue/10000-4      	    1434	    826140 ns/op	 1105970 B/op	   20022 allocs/op
BenchmarkSlowIncreaseGammazeroQueue/10000-4      	    1430	    832800 ns/op	 1105971 B/op	   20022 allocs/op
BenchmarkSlowIncreaseGammazeroQueue/100000-4     	     100	  10471533 ns/op	 9491012 B/op	  200028 allocs/op
BenchmarkSlowIncreaseGammazeroQueue/100000-4     	     100	  10392710 ns/op	 9491005 B/op	  200028 allocs/op
BenchmarkSlowIncreaseGammazeroQueue/100000-4     	     100	  10457543 ns/op	 9491005 B/op	  200028 allocs/op
BenchmarkSlowIncreaseGammazeroQueue/100000-4     	     100	  10537221 ns/op	 9491010 B/op	  200028 allocs/op
BenchmarkSlowIncreaseGammazeroQueue/100000-4     	     100	  10289269 ns/op	 9491014 B/op	  200028 allocs/op
BenchmarkSlowIncreaseGammazeroQueue/100000-4     	     100	  10358798 ns/op	 9491002 B/op	  200028 allocs/op
BenchmarkSlowIncreaseGammazeroQueue/100000-4     	     100	  10158026 ns/op	 9491011 B/op	  200028 allocs/op
BenchmarkSlowIncreaseGammazeroQueue/100000-4     	     100	  10372146 ns/op	 9491003 B/op	  200028 allocs/op
BenchmarkSlowIncreaseGammazeroQueue/100000-4     	     100	  10543666 ns/op	 9491008 B/op	  200028 allocs/op
BenchmarkSlowIncreaseGammazeroQueue/100000-4     	     100	  10152246 ns/op	 9491005 B/op	  200028 allocs/op
BenchmarkSlowIncreaseGammazeroQueue/1000000-4    	      10	 102708791 ns/op	82331203 B/op	 2000034 allocs/op
BenchmarkSlowIncreaseGammazeroQueue/1000000-4    	      10	 101729788 ns/op	82331193 B/op	 2000034 allocs/op
BenchmarkSlowIncreaseGammazeroQueue/1000000-4    	      10	 100954100 ns/op	82331193 B/op	 2000034 allocs/op
BenchmarkSlowIncreaseGammazeroQueue/1000000-4    	      10	 102156130 ns/op	82331203 B/op	 2000034 allocs/op
BenchmarkSlowIncreaseGammazeroQueue/1000000-4    	      10	 104986333 ns/op	82331193 B/op	 2000034 allocs/op
BenchmarkSlowIncreaseGammazeroQueue/1000000-4    	      12	 102565591 ns/op	82331192 B/op	 2000034 allocs/op
BenchmarkSlowIncreaseGammazeroQueue/1000000-4    	      10	 116674839 ns/op	82331184 B/op	 2000034 allocs/op
BenchmarkSlowIncreaseGammazeroQueue/1000000-4    	      12	 102265313 ns/op	82331184 B/op	 2000034 allocs/op
BenchmarkSlowIncreaseGammazeroQueue/1000000-4    	      10	 100355407 ns/op	82331184 B/op	 2000034 allocs/op
BenchmarkSlowIncreaseGammazeroQueue/1000000-4    	      10	 100639365 ns/op	82331184 B/op	 2000034 allocs/op
BenchmarkSlowIncreaseGammazeroStack/1-4          	 6287917	       188.7 ns/op	     336 B/op	       4 allocs/op
BenchmarkSlowIncreaseGammazeroStack/1-4          	 6281272	       188.5 ns/op	     336 B/op	       4 allocs/op
BenchmarkSlowIncreaseGammazeroStack/1-4          	 6331782	       189.3 ns/op	     336 B/op	       4 allocs/op
BenchmarkSlowIncreaseGammazeroStack/1-4          	 6309372	       188.9 ns/op	     336 B/op	       4 allocs/op
BenchmarkSlowIncreaseGammazeroStack/1-4          	 6332902	       189.0 ns/op	     336 B/op	       4 allocs/op
BenchmarkSlowIncreaseGammazeroStack/1-4          	 6333188	       189.1 ns/op	     336 B/op	       4 allocs/op
BenchmarkSlowIncreaseGammazeroStack/1-4          	 6299518	       189.0 ns/op	     336 B/op	       4 allocs/op
BenchmarkSlowIncreaseGammazeroStack/1-4          	 6376111	       191.7 ns/op	     336 B/op	       4 allocs/op
BenchmarkSlowIncreaseGammazeroStack/1-4          	 6311958	       188.6 ns/op	     336 B/op	       4 allocs/op
BenchmarkSlowIncreaseGammazeroStack/1-4          	 6299266	       189.6 ns/op	     336 B/op	       4 allocs/op
BenchmarkSlowIncreaseGammazeroStack/10-4         	 1511970	       781.6 ns/op	     624 B/op	      22 allocs/op
BenchmarkSlowIncreaseGammazeroStack/10-4         	 1502402	       780.4 ns/op	     624 B/op	      22 allocs/op
BenchmarkSlowIncreaseGammazeroStack/10-4         	 1501497	       784.0 ns/op	     624 B/op	      22 allocs/op
BenchmarkSlowIncreaseGammazeroStack/10-4         	 1502928	       845.4 ns/op	     624 B/op	      22 allocs/op
BenchmarkSlowIncreaseGammazeroStack/10-4         	 1488830	       787.0 ns/op	     624 B/op	      22 allocs/op
BenchmarkSlowIncreaseGammazeroStack/10-4         	 1501450	       784.9 ns/op	     624 B/op	      22 allocs/op
BenchmarkSlowIncreaseGammazeroStack/10-4         	 1510760	       785.9 ns/op	     624 B/op	      22 allocs/op
BenchmarkSlowIncreaseGammazeroStack/10-4         	 1508840	       788.3 ns/op	     624 B/op	      22 allocs/op
BenchmarkSlowIncreaseGammazeroStack/10-4         	 1516887	       782.2 ns/op	     624 B/op	      22 allocs/op
BenchmarkSlowIncreaseGammazeroStack/10-4         	 1515824	       784.4 ns/op	     624 B/op	      22 allocs/op
BenchmarkSlowIncreaseGammazeroStack/100-4        	  143784	      8055 ns/op	    8880 B/op	     208 allocs/op
BenchmarkSlowIncreaseGammazeroStack/100-4        	  144661	      8141 ns/op	    8880 B/op	     208 allocs/op
BenchmarkSlowIncreaseGammazeroStack/100-4        	  146475	      8082 ns/op	    8880 B/op	     208 allocs/op
BenchmarkSlowIncreaseGammazeroStack/100-4        	  143805	      8098 ns/op	    8880 B/op	     208 allocs/op
BenchmarkSlowIncreaseGammazeroStack/100-4        	  141459	      8102 ns/op	    8880 B/op	     208 allocs/op
BenchmarkSlowIncreaseGammazeroStack/100-4        	  146304	      8172 ns/op	    8880 B/op	     208 allocs/op
BenchmarkSlowIncreaseGammazeroStack/100-4        	  146239	      8120 ns/op	    8880 B/op	     208 allocs/op
BenchmarkSlowIncreaseGammazeroStack/100-4        	  145890	      8092 ns/op	    8880 B/op	     208 allocs/op
BenchmarkSlowIncreaseGammazeroStack/100-4        	  146187	      8061 ns/op	    8880 B/op	     208 allocs/op
BenchmarkSlowIncreaseGammazeroStack/100-4        	  143722	      8087 ns/op	    8880 B/op	     208 allocs/op
BenchmarkSlowIncreaseGammazeroStack/1000-4       	   16114	     73435 ns/op	   80688 B/op	    2014 allocs/op
BenchmarkSlowIncreaseGammazeroStack/1000-4       	   16182	     73580 ns/op	   80688 B/op	    2014 allocs/op
BenchmarkSlowIncreaseGammazeroStack/1000-4       	   16165	     78509 ns/op	   80688 B/op	    2014 allocs/op
BenchmarkSlowIncreaseGammazeroStack/1000-4       	   16035	     73701 ns/op	   80688 B/op	    2014 allocs/op
BenchmarkSlowIncreaseGammazeroStack/1000-4       	   16143	     79207 ns/op	   80688 B/op	    2014 allocs/op
BenchmarkSlowIncreaseGammazeroStack/1000-4       	   16222	     73390 ns/op	   80688 B/op	    2014 allocs/op
BenchmarkSlowIncreaseGammazeroStack/1000-4       	   16106	     73173 ns/op	   80688 B/op	    2014 allocs/op
BenchmarkSlowIncreaseGammazeroStack/1000-4       	   16170	     73546 ns/op	   80688 B/op	    2014 allocs/op
BenchmarkSlowIncreaseGammazeroStack/1000-4       	   16184	     73242 ns/op	   80688 B/op	    2014 allocs/op
BenchmarkSlowIncreaseGammazeroStack/1000-4       	   16206	     73291 ns/op	   80688 B/op	    2014 allocs/op
BenchmarkSlowIncreaseGammazeroStack/10000-4      	    1462	    819867 ns/op	 1105970 B/op	   20022 allocs/op
BenchmarkSlowIncreaseGammazeroStack/10000-4      	    1417	    817490 ns/op	 1105969 B/op	   20022 allocs/op
BenchmarkSlowIncreaseGammazeroStack/10000-4      	    1438	    823601 ns/op	 1105970 B/op	   20022 allocs/op
BenchmarkSlowIncreaseGammazeroStack/10000-4      	    1454	    824332 ns/op	 1105970 B/op	   20022 allocs/op
BenchmarkSlowIncreaseGammazeroStack/10000-4      	    1446	    818922 ns/op	 1105970 B/op	   20022 allocs/op
BenchmarkSlowIncreaseGammazeroStack/10000-4      	    1420	    815741 ns/op	 1105970 B/op	   20022 allocs/op
BenchmarkSlowIncreaseGammazeroStack/10000-4      	    1452	    816949 ns/op	 1105970 B/op	   20022 allocs/op
BenchmarkSlowIncreaseGammazeroStack/10000-4      	    1438	    814340 ns/op	 1105970 B/op	   20022 allocs/op
BenchmarkSlowIncreaseGammazeroStack/10000-4      	    1442	    818114 ns/op	 1105970 B/op	   20022 allocs/op
BenchmarkSlowIncreaseGammazeroStack/10000-4      	    1446	    816711 ns/op	 1105970 B/op	   20022 allocs/op
BenchmarkSlowIncreaseGammazeroStack/100000-4     	     100	  10672491 ns/op	 9491003 B/op	  200028 allocs/op
BenchmarkSlowIncreaseGammazeroStack/100000-4     	     100	  10554049 ns/op	 9491008 B/op	  200028 allocs/op
BenchmarkSlowIncreaseGammazeroStack/100000-4     	     100	  10650651 ns/op	 9491012 B/op	  200028 allocs/op
BenchmarkSlowIncreaseGammazeroStack/100000-4     	     100	  10594663 ns/op	 9491003 B/op	  200028 allocs/op
BenchmarkSlowIncreaseGammazeroStack/100000-4     	     100	  10538145 ns/op	 9491009 B/op	  200028 allocs/op
BenchmarkSlowIncreaseGammazeroStack/100000-4     	     100	  10368805 ns/op	 9491006 B/op	  200028 allocs/op
BenchmarkSlowIncreaseGammazeroStack/100000-4     	     100	  10400677 ns/op	 9491013 B/op	  200028 allocs/op
BenchmarkSlowIncreaseGammazeroStack/100000-4     	     100	  10527992 ns/op	 9491008 B/op	  200028 allocs/op
BenchmarkSlowIncreaseGammazeroStack/100000-4     	     100	  10839345 ns/op	 9491007 B/op	  200028 allocs/op
BenchmarkSlowIncreaseGammazeroStack/100000-4     	     100	  10597200 ns/op	 9491015 B/op	  200028 allocs/op
BenchmarkSlowIncreaseGammazeroStack/1000000-4    	      12	 102541058 ns/op	82331192 B/op	 2000034 allocs/op
BenchmarkSlowIncreaseGammazeroStack/1000000-4    	      10	 100304610 ns/op	82331203 B/op	 2000034 allocs/op
BenchmarkSlowIncreaseGammazeroStack/1000000-4    	      12	 103079607 ns/op	82331184 B/op	 2000034 allocs/op
BenchmarkSlowIncreaseGammazeroStack/1000000-4    	      10	 104064194 ns/op	82331184 B/op	 2000034 allocs/op
BenchmarkSlowIncreaseGammazeroStack/1000000-4    	      10	 101328387 ns/op	82331184 B/op	 2000034 allocs/op
BenchmarkSlowIncreaseGammazeroStack/1000000-4    	      10	 102391794 ns/op	82331184 B/op	 2000034 allocs/op
BenchmarkSlowIncreaseGammazeroStack/1000000-4    	      12	 101587573 ns/op	82331216 B/op	 2000034 allocs/op
BenchmarkSlowIncreaseGammazeroStack/1000000-4    	      10	 105165051 ns/op	82331193 B/op	 2000034 allocs/op
BenchmarkSlowIncreaseGammazeroStack/1000000-4    	      10	 103169300 ns/op	82331184 B/op	 2000034 allocs/op
BenchmarkSlowIncreaseGammazeroStack/1000000-4    	      12	 104434635 ns/op	82331192 B/op	 2000034 allocs/op
BenchmarkStableGammazeroQueue/1-4                	32769588	        33.80 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableGammazeroQueue/1-4                	34711116	        33.82 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableGammazeroQueue/1-4                	34101386	        47.34 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableGammazeroQueue/1-4                	34570231	        33.87 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableGammazeroQueue/1-4                	34898376	        33.64 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableGammazeroQueue/1-4                	33134516	        33.53 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableGammazeroQueue/1-4                	34521571	        33.73 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableGammazeroQueue/1-4                	34798290	        33.90 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableGammazeroQueue/1-4                	34537371	        33.61 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableGammazeroQueue/1-4                	34221798	        33.55 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableGammazeroQueue/10-4               	 3542030	       351.3 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableGammazeroQueue/10-4               	 2997673	       342.3 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableGammazeroQueue/10-4               	 3549621	       339.2 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableGammazeroQueue/10-4               	 3386642	       340.8 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableGammazeroQueue/10-4               	 3532762	       339.5 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableGammazeroQueue/10-4               	 3536824	       339.9 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableGammazeroQueue/10-4               	 3553335	       342.7 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableGammazeroQueue/10-4               	 3475701	       341.0 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableGammazeroQueue/10-4               	 3507447	       343.4 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableGammazeroQueue/10-4               	 3558256	       338.9 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableGammazeroQueue/100-4              	  355939	      3302 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableGammazeroQueue/100-4              	  350838	      3367 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableGammazeroQueue/100-4              	  345273	      3291 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableGammazeroQueue/100-4              	  353164	      3330 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableGammazeroQueue/100-4              	  333955	      3342 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableGammazeroQueue/100-4              	  356809	      3356 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableGammazeroQueue/100-4              	  332191	      3322 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableGammazeroQueue/100-4              	  350709	      3322 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableGammazeroQueue/100-4              	  342889	      3295 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableGammazeroQueue/100-4              	  330352	      3316 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableGammazeroQueue/1000-4             	   35724	     33026 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableGammazeroQueue/1000-4             	   35959	     32881 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableGammazeroQueue/1000-4             	   36410	     33445 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableGammazeroQueue/1000-4             	   36703	     33259 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableGammazeroQueue/1000-4             	   35438	     33313 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableGammazeroQueue/1000-4             	   36535	     33076 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableGammazeroQueue/1000-4             	   35326	     32972 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableGammazeroQueue/1000-4             	   36489	     33131 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableGammazeroQueue/1000-4             	   36403	     33188 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableGammazeroQueue/1000-4             	   36031	     33084 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableGammazeroQueue/10000-4            	    3342	    329764 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableGammazeroQueue/10000-4            	    3519	    330324 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableGammazeroQueue/10000-4            	    3637	    331929 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableGammazeroQueue/10000-4            	    3288	    334808 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableGammazeroQueue/10000-4            	    3488	    329249 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableGammazeroQueue/10000-4            	    3530	    330500 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableGammazeroQueue/10000-4            	    3549	    331797 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableGammazeroQueue/10000-4            	    3577	    332272 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableGammazeroQueue/10000-4            	    3466	    386583 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableGammazeroQueue/10000-4            	    3578	    331381 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableGammazeroQueue/100000-4           	     357	   3275591 ns/op	 1600005 B/op	  100000 allocs/op
BenchmarkStableGammazeroQueue/100000-4           	     361	   3297287 ns/op	 1600005 B/op	  100000 allocs/op
BenchmarkStableGammazeroQueue/100000-4           	     355	   3318162 ns/op	 1600006 B/op	  100000 allocs/op
BenchmarkStableGammazeroQueue/100000-4           	     361	   3289304 ns/op	 1600004 B/op	  100000 allocs/op
BenchmarkStableGammazeroQueue/100000-4           	     362	   3546982 ns/op	 1600006 B/op	  100000 allocs/op
BenchmarkStableGammazeroQueue/100000-4           	     362	   3316202 ns/op	 1600004 B/op	  100000 allocs/op
BenchmarkStableGammazeroQueue/100000-4           	     362	   3300437 ns/op	 1600002 B/op	  100000 allocs/op
BenchmarkStableGammazeroQueue/100000-4           	     362	   3301696 ns/op	 1600004 B/op	  100000 allocs/op
BenchmarkStableGammazeroQueue/100000-4           	     364	   3286360 ns/op	 1600006 B/op	  100000 allocs/op
BenchmarkStableGammazeroQueue/100000-4           	     354	   3300519 ns/op	 1600005 B/op	  100000 allocs/op
BenchmarkStableGammazeroQueue/1000000-4          	      33	  33450714 ns/op	16000061 B/op	 1000000 allocs/op
BenchmarkStableGammazeroQueue/1000000-4          	      33	  32937022 ns/op	16000043 B/op	 1000000 allocs/op
BenchmarkStableGammazeroQueue/1000000-4          	      33	  32925104 ns/op	16000046 B/op	 1000000 allocs/op
BenchmarkStableGammazeroQueue/1000000-4          	      36	  32992954 ns/op	16000077 B/op	 1000000 allocs/op
BenchmarkStableGammazeroQueue/1000000-4          	      34	  32995139 ns/op	16000070 B/op	 1000000 allocs/op
BenchmarkStableGammazeroQueue/1000000-4          	      33	  33569718 ns/op	16000061 B/op	 1000000 allocs/op
BenchmarkStableGammazeroQueue/1000000-4          	      34	  32801098 ns/op	16000064 B/op	 1000000 allocs/op
BenchmarkStableGammazeroQueue/1000000-4          	      33	  33021402 ns/op	16000064 B/op	 1000000 allocs/op
BenchmarkStableGammazeroQueue/1000000-4          	      34	  33003476 ns/op	16000062 B/op	 1000000 allocs/op
BenchmarkStableGammazeroQueue/1000000-4          	      34	  32995558 ns/op	16000067 B/op	 1000000 allocs/op
BenchmarkStableGammazeroStack/1-4                	35765277	        33.37 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableGammazeroStack/1-4                	34820304	        33.07 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableGammazeroStack/1-4                	34007275	        32.94 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableGammazeroStack/1-4                	35161834	        33.07 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableGammazeroStack/1-4                	35110376	        32.90 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableGammazeroStack/1-4                	35603016	        32.90 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableGammazeroStack/1-4                	31963526	        33.77 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableGammazeroStack/1-4                	34051531	        32.84 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableGammazeroStack/1-4                	35579084	        33.01 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableGammazeroStack/1-4                	32755772	        32.97 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableGammazeroStack/10-4               	 3584637	       334.7 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableGammazeroStack/10-4               	 3573261	       334.4 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableGammazeroStack/10-4               	 3550221	       333.8 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableGammazeroStack/10-4               	 3563224	       333.2 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableGammazeroStack/10-4               	 3491604	       335.8 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableGammazeroStack/10-4               	 3562161	       332.0 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableGammazeroStack/10-4               	 3562899	       334.3 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableGammazeroStack/10-4               	 3602880	       334.0 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableGammazeroStack/10-4               	 3590732	       336.7 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableGammazeroStack/10-4               	 3610891	       334.2 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableGammazeroStack/100-4              	  359942	      3263 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableGammazeroStack/100-4              	  341042	      3242 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableGammazeroStack/100-4              	  360374	      3278 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableGammazeroStack/100-4              	  340864	      3248 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableGammazeroStack/100-4              	  360244	      3259 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableGammazeroStack/100-4              	  355485	      3259 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableGammazeroStack/100-4              	  354676	      3293 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableGammazeroStack/100-4              	  359007	      3248 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableGammazeroStack/100-4              	  354690	      3253 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableGammazeroStack/100-4              	  358904	      3269 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableGammazeroStack/1000-4             	   36612	     34984 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableGammazeroStack/1000-4             	   36860	     32409 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableGammazeroStack/1000-4             	   36723	     32516 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableGammazeroStack/1000-4             	   36565	     32414 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableGammazeroStack/1000-4             	   37188	     32310 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableGammazeroStack/1000-4             	   37044	     32445 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableGammazeroStack/1000-4             	   37174	     32388 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableGammazeroStack/1000-4             	   36718	     32328 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableGammazeroStack/1000-4             	   36937	     32395 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableGammazeroStack/1000-4             	   36734	     32443 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableGammazeroStack/10000-4            	    3651	    341179 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableGammazeroStack/10000-4            	    3590	    327005 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableGammazeroStack/10000-4            	    3662	    327709 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableGammazeroStack/10000-4            	    3464	    331368 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableGammazeroStack/10000-4            	    3565	    328042 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableGammazeroStack/10000-4            	    3692	    324362 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableGammazeroStack/10000-4            	    3650	    323854 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableGammazeroStack/10000-4            	    3579	    325155 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableGammazeroStack/10000-4            	    3403	    323597 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableGammazeroStack/10000-4            	    3573	    329765 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableGammazeroStack/100000-4           	     368	   3495101 ns/op	 1600007 B/op	  100000 allocs/op
BenchmarkStableGammazeroStack/100000-4           	     328	   3312798 ns/op	 1600007 B/op	  100000 allocs/op
BenchmarkStableGammazeroStack/100000-4           	     369	   3249819 ns/op	 1600003 B/op	  100000 allocs/op
BenchmarkStableGammazeroStack/100000-4           	     364	   3297285 ns/op	 1600006 B/op	  100000 allocs/op
BenchmarkStableGammazeroStack/100000-4           	     367	   3233059 ns/op	 1600005 B/op	  100000 allocs/op
BenchmarkStableGammazeroStack/100000-4           	     369	   3239281 ns/op	 1600007 B/op	  100000 allocs/op
BenchmarkStableGammazeroStack/100000-4           	     369	   3238130 ns/op	 1600006 B/op	  100000 allocs/op
BenchmarkStableGammazeroStack/100000-4           	     370	   3238206 ns/op	 1600008 B/op	  100000 allocs/op
BenchmarkStableGammazeroStack/100000-4           	     368	   3244352 ns/op	 1600005 B/op	  100000 allocs/op
BenchmarkStableGammazeroStack/100000-4           	     366	   3245611 ns/op	 1600007 B/op	  100000 allocs/op
BenchmarkStableGammazeroStack/1000000-4          	      34	  32918684 ns/op	16000053 B/op	 1000000 allocs/op
BenchmarkStableGammazeroStack/1000000-4          	      34	  32466838 ns/op	16000070 B/op	 1000000 allocs/op
BenchmarkStableGammazeroStack/1000000-4          	      36	  32660375 ns/op	16000064 B/op	 1000000 allocs/op
BenchmarkStableGammazeroStack/1000000-4          	      36	  32224942 ns/op	16000056 B/op	 1000000 allocs/op
BenchmarkStableGammazeroStack/1000000-4          	      36	  32268699 ns/op	16000074 B/op	 1000000 allocs/op
BenchmarkStableGammazeroStack/1000000-4          	      36	  32452191 ns/op	16000077 B/op	 1000000 allocs/op
BenchmarkStableGammazeroStack/1000000-4          	      34	  32563585 ns/op	16000064 B/op	 1000000 allocs/op
BenchmarkStableGammazeroStack/1000000-4          	      34	  32569743 ns/op	16000070 B/op	 1000000 allocs/op
BenchmarkStableGammazeroStack/1000000-4          	      33	  32418564 ns/op	16000075 B/op	 1000000 allocs/op
BenchmarkStableGammazeroStack/1000000-4          	      36	  32464162 ns/op	16000061 B/op	 1000000 allocs/op
PASS
ok  	github.com/ef-ds/deque-bench-tests	1404.731s
