goos: darwin
goarch: amd64
pkg: github.com/ef-ds/deque-bench-tests
cpu: Intel(R) Core(TM) i5-7267U CPU @ 3.10GHz
BenchmarkFillSliceQueue/0-4         	28661444	        40.41 ns/op	      24 B/op	       1 allocs/op
BenchmarkSlowIncreaseSliceQueue/1000000-4    	       7	 148559429 ns/op	113269632 B/op	 2000069 allocs/op
BenchmarkSlowIncreaseSliceQueue/1000000-4    	       7	 147981398 ns/op	113269632 B/op	 2000069 allocs/op
BenchmarkSlowIncreaseSliceQueue/1000000-4    	       7	 143721252 ns/op	113269673 B/op	 2000069 allocs/op
BenchmarkSlowIncreaseSliceQueue/1000000-4    	       8	 145437898 ns/op	113269656 B/op	 2000069 allocs/op
BenchmarkSlowIncreaseSliceQueue/1000000-4    	       8	 140188360 ns/op	113269632 B/op	 2000069 allocs/op
BenchmarkSlowIncreaseSliceStack/1-4          	 6435754	       184.1 ns/op	      80 B/op	       5 allocs/op
BenchmarkSlowIncreaseSliceStack/1-4          	 6319884	       185.3 ns/op	      80 B/op	       5 allocs/op
BenchmarkSlowIncreaseSliceStack/1-4          	 6470000	       185.1 ns/op	      80 B/op	       5 allocs/op
BenchmarkSlowIncreaseSliceStack/1-4          	 6437793	       185.2 ns/op	      80 B/op	       5 allocs/op
BenchmarkSlowIncreaseSliceStack/1-4          	 6124857	       184.4 ns/op	      80 B/op	       5 allocs/op
BenchmarkSlowIncreaseSliceStack/1-4          	 6491076	       185.8 ns/op	      80 B/op	       5 allocs/op
BenchmarkSlowIncreaseSliceStack/1-4          	 6270842	       185.5 ns/op	      80 B/op	       5 allocs/op
BenchmarkSlowIncreaseSliceStack/1-4          	 6466622	       185.9 ns/op	      80 B/op	       5 allocs/op
BenchmarkSlowIncreaseSliceStack/1-4          	 6497738	       184.7 ns/op	      80 B/op	       5 allocs/op
BenchmarkSlowIncreaseSliceStack/1-4          	 6443584	       183.9 ns/op	      80 B/op	       5 allocs/op
BenchmarkSlowIncreaseSliceStack/10-4         	 1258849	       946.6 ns/op	     592 B/op	      26 allocs/op
BenchmarkSlowIncreaseSliceStack/10-4         	 1257512	       948.2 ns/op	     592 B/op	      26 allocs/op
BenchmarkSlowIncreaseSliceStack/10-4         	 1250479	       955.3 ns/op	     592 B/op	      26 allocs/op
BenchmarkSlowIncreaseSliceStack/10-4         	  976932	      1051 ns/op	     592 B/op	      26 allocs/op
BenchmarkSlowIncreaseSliceStack/10-4         	 1266505	       947.6 ns/op	     592 B/op	      26 allocs/op
BenchmarkSlowIncreaseSliceStack/10-4         	 1262534	       946.3 ns/op	     592 B/op	      26 allocs/op
BenchmarkSlowIncreaseSliceStack/10-4         	 1261960	       951.6 ns/op	     592 B/op	      26 allocs/op
BenchmarkSlowIncreaseSliceStack/10-4         	 1256380	       942.8 ns/op	     592 B/op	      26 allocs/op
BenchmarkSlowIncreaseSliceStack/10-4         	 1256247	       941.2 ns/op	     592 B/op	      26 allocs/op
BenchmarkSlowIncreaseSliceStack/10-4         	 1259353	       967.8 ns/op	     592 B/op	      26 allocs/op
BenchmarkSlowIncreaseSliceStack/100-4        	  174175	      6761 ns/op	    5264 B/op	     209 allocs/op
BenchmarkSlowIncreaseSliceStack/100-4        	  175898	      6810 ns/op	    5264 B/op	     209 allocs/op
BenchmarkSlowIncreaseSliceStack/100-4        	  171658	      6830 ns/op	    5264 B/op	     209 allocs/op
BenchmarkSlowIncreaseSliceStack/100-4        	  176289	      6833 ns/op	    5264 B/op	     209 allocs/op
BenchmarkSlowIncreaseSliceStack/100-4        	  175420	      6740 ns/op	    5264 B/op	     209 allocs/op
BenchmarkSlowIncreaseSliceStack/100-4        	  175810	      6731 ns/op	    5264 B/op	     209 allocs/op
BenchmarkSlowIncreaseSliceStack/100-4        	  176450	      6710 ns/op	    5264 B/op	     209 allocs/op
BenchmarkSlowIncreaseSliceStack/100-4        	  176760	      6782 ns/op	    5264 B/op	     209 allocs/op
BenchmarkSlowIncreaseSliceStack/100-4        	  169983	      6738 ns/op	    5264 B/op	     209 allocs/op
BenchmarkSlowIncreaseSliceStack/100-4        	  174436	      6705 ns/op	    5264 B/op	     209 allocs/op
BenchmarkSlowIncreaseSliceStack/1000-4       	   19058	     62325 ns/op	   57232 B/op	    2013 allocs/op
BenchmarkSlowIncreaseSliceStack/1000-4       	   19004	     62240 ns/op	   57232 B/op	    2013 allocs/op
BenchmarkSlowIncreaseSliceStack/1000-4       	   19423	     62827 ns/op	   57232 B/op	    2013 allocs/op
BenchmarkSlowIncreaseSliceStack/1000-4       	   18972	     62380 ns/op	   57232 B/op	    2013 allocs/op
BenchmarkSlowIncreaseSliceStack/1000-4       	   18949	     61999 ns/op	   57232 B/op	    2013 allocs/op
BenchmarkSlowIncreaseSliceStack/1000-4       	   19083	     62671 ns/op	   57232 B/op	    2013 allocs/op
BenchmarkSlowIncreaseSliceStack/1000-4       	   19180	     62264 ns/op	   57232 B/op	    2013 allocs/op
BenchmarkSlowIncreaseSliceStack/1000-4       	   18952	     62389 ns/op	   57232 B/op	    2013 allocs/op
BenchmarkSlowIncreaseSliceStack/1000-4       	   19495	     61890 ns/op	   57232 B/op	    2013 allocs/op
BenchmarkSlowIncreaseSliceStack/1000-4       	   19226	     61974 ns/op	   57232 B/op	    2013 allocs/op
BenchmarkSlowIncreaseSliceStack/10000-4      	    1725	    688781 ns/op	  677648 B/op	   20020 allocs/op
BenchmarkSlowIncreaseSliceStack/10000-4      	    1728	    678383 ns/op	  677648 B/op	   20020 allocs/op
BenchmarkSlowIncreaseSliceStack/10000-4      	    1534	    691595 ns/op	  677648 B/op	   20020 allocs/op
BenchmarkSlowIncreaseSliceStack/10000-4      	    1708	    690418 ns/op	  677648 B/op	   20020 allocs/op
BenchmarkSlowIncreaseSliceStack/10000-4      	    1738	    682896 ns/op	  677648 B/op	   20020 allocs/op
BenchmarkSlowIncreaseSliceStack/10000-4      	    1724	    683192 ns/op	  677648 B/op	   20020 allocs/op
BenchmarkSlowIncreaseSliceStack/10000-4      	    1711	    699417 ns/op	  677648 B/op	   20020 allocs/op
BenchmarkSlowIncreaseSliceStack/10000-4      	    1743	    690242 ns/op	  677648 B/op	   20020 allocs/op
BenchmarkSlowIncreaseSliceStack/10000-4      	    1730	    681854 ns/op	  677648 B/op	   20020 allocs/op
BenchmarkSlowIncreaseSliceStack/10000-4      	    1710	    693359 ns/op	  677648 B/op	   20020 allocs/op
BenchmarkSlowIncreaseSliceStack/100000-4     	     100	  10450859 ns/op	 7301413 B/op	  200029 allocs/op
BenchmarkSlowIncreaseSliceStack/100000-4     	     100	  10378213 ns/op	 7301416 B/op	  200029 allocs/op
BenchmarkSlowIncreaseSliceStack/100000-4     	     100	  11265614 ns/op	 7301402 B/op	  200029 allocs/op
BenchmarkSlowIncreaseSliceStack/100000-4     	     100	  10604237 ns/op	 7301405 B/op	  200029 allocs/op
BenchmarkSlowIncreaseSliceStack/100000-4     	     100	  10386116 ns/op	 7301409 B/op	  200029 allocs/op
BenchmarkSlowIncreaseSliceStack/100000-4     	     100	  10455675 ns/op	 7301405 B/op	  200029 allocs/op
BenchmarkSlowIncreaseSliceStack/100000-4     	     100	  10412542 ns/op	 7301412 B/op	  200029 allocs/op
BenchmarkSlowIncreaseSliceStack/100000-4     	     100	  10412133 ns/op	 7301407 B/op	  200029 allocs/op
BenchmarkSlowIncreaseSliceStack/100000-4     	     100	  10412558 ns/op	 7301427 B/op	  200029 allocs/op
BenchmarkSlowIncreaseSliceStack/100000-4     	     100	  10530635 ns/op	 7301417 B/op	  200029 allocs/op
BenchmarkSlowIncreaseSliceStack/1000000-4    	      10	 111633094 ns/op	73678153 B/op	 2000039 allocs/op
BenchmarkSlowIncreaseSliceStack/1000000-4    	      10	 109822227 ns/op	73678172 B/op	 2000039 allocs/op
BenchmarkSlowIncreaseSliceStack/1000000-4    	      10	 110529202 ns/op	73678211 B/op	 2000040 allocs/op
BenchmarkSlowIncreaseSliceStack/1000000-4    	       9	 111216365 ns/op	73678181 B/op	 2000039 allocs/op
BenchmarkSlowIncreaseSliceStack/1000000-4    	       9	 114548902 ns/op	73678202 B/op	 2000040 allocs/op
BenchmarkSlowIncreaseSliceStack/1000000-4    	      10	 113146261 ns/op	73678153 B/op	 2000039 allocs/op
BenchmarkSlowIncreaseSliceStack/1000000-4    	      10	 111716716 ns/op	73678163 B/op	 2000039 allocs/op
BenchmarkSlowIncreaseSliceStack/1000000-4    	       9	 114528344 ns/op	73678149 B/op	 2000039 allocs/op
BenchmarkSlowIncreaseSliceStack/1000000-4    	      10	 110692638 ns/op	73678220 B/op	 2000040 allocs/op
BenchmarkSlowIncreaseSliceStack/1000000-4    	      10	 110055288 ns/op	73678172 B/op	 2000039 allocs/op
BenchmarkStableSliceQueue/1-4                	26933956	        39.63 ns/op	      48 B/op	       1 allocs/op
BenchmarkStableSliceQueue/1-4                	29784282	        39.52 ns/op	      48 B/op	       1 allocs/op
BenchmarkStableSliceQueue/1-4                	28548430	        40.67 ns/op	      48 B/op	       1 allocs/op
BenchmarkStableSliceQueue/1-4                	29846210	        39.39 ns/op	      48 B/op	       1 allocs/op
BenchmarkStableSliceQueue/1-4                	29866054	        41.39 ns/op	      48 B/op	       1 allocs/op
BenchmarkStableSliceQueue/1-4                	29842149	        40.92 ns/op	      48 B/op	       1 allocs/op
BenchmarkStableSliceQueue/1-4                	29957997	        39.67 ns/op	      48 B/op	       1 allocs/op
BenchmarkStableSliceQueue/1-4                	30145488	        41.97 ns/op	      48 B/op	       1 allocs/op
BenchmarkStableSliceQueue/1-4                	30222336	        40.06 ns/op	      48 B/op	       1 allocs/op
BenchmarkStableSliceQueue/1-4                	30319052	        39.40 ns/op	      48 B/op	       1 allocs/op
BenchmarkStableSliceQueue/10-4               	 3007958	       430.1 ns/op	     481 B/op	      10 allocs/op
BenchmarkStableSliceQueue/10-4               	 2939241	       417.4 ns/op	     481 B/op	      10 allocs/op
BenchmarkStableSliceQueue/10-4               	 3019774	       397.9 ns/op	     481 B/op	      10 allocs/op
BenchmarkStableSliceQueue/10-4               	 2879284	       401.4 ns/op	     481 B/op	      10 allocs/op
BenchmarkStableSliceQueue/10-4               	 3018967	       400.9 ns/op	     481 B/op	      10 allocs/op
BenchmarkStableSliceQueue/10-4               	 3020942	       406.1 ns/op	     481 B/op	      10 allocs/op
BenchmarkStableSliceQueue/10-4               	 3049564	       409.6 ns/op	     481 B/op	      10 allocs/op
BenchmarkStableSliceQueue/10-4               	 2966180	       402.3 ns/op	     481 B/op	      10 allocs/op
BenchmarkStableSliceQueue/10-4               	 2959105	       396.2 ns/op	     481 B/op	      10 allocs/op
BenchmarkStableSliceQueue/10-4               	 2951960	       403.9 ns/op	     481 B/op	      10 allocs/op
BenchmarkStableSliceQueue/100-4              	  301008	      4007 ns/op	    4815 B/op	     100 allocs/op
BenchmarkStableSliceQueue/100-4              	  307956	      3943 ns/op	    4815 B/op	     100 allocs/op
BenchmarkStableSliceQueue/100-4              	  283375	      4004 ns/op	    4815 B/op	     100 allocs/op
BenchmarkStableSliceQueue/100-4              	  300169	      3918 ns/op	    4815 B/op	     100 allocs/op
BenchmarkStableSliceQueue/100-4              	  297015	      4209 ns/op	    4815 B/op	     100 allocs/op
BenchmarkStableSliceQueue/100-4              	  301785	      3989 ns/op	    4815 B/op	     100 allocs/op
BenchmarkStableSliceQueue/100-4              	  292544	      4086 ns/op	    4815 B/op	     100 allocs/op
BenchmarkStableSliceQueue/100-4              	  300050	      4295 ns/op	    4815 B/op	     100 allocs/op
BenchmarkStableSliceQueue/100-4              	  257344	      4046 ns/op	    4815 B/op	     100 allocs/op
BenchmarkStableSliceQueue/100-4              	  297928	      3888 ns/op	    4815 B/op	     100 allocs/op
BenchmarkStableSliceQueue/1000-4             	   27703	     39068 ns/op	   48156 B/op	    1000 allocs/op
BenchmarkStableSliceQueue/1000-4             	   30694	     41002 ns/op	   48152 B/op	    1000 allocs/op
BenchmarkStableSliceQueue/1000-4             	   30470	     39154 ns/op	   48155 B/op	    1000 allocs/op
BenchmarkStableSliceQueue/1000-4             	   30800	     38880 ns/op	   48152 B/op	    1000 allocs/op
BenchmarkStableSliceQueue/1000-4             	   30932	     39721 ns/op	   48153 B/op	    1000 allocs/op
BenchmarkStableSliceQueue/1000-4             	   30576	     38800 ns/op	   48155 B/op	    1000 allocs/op
BenchmarkStableSliceQueue/1000-4             	   30886	     39602 ns/op	   48153 B/op	    1000 allocs/op
BenchmarkStableSliceQueue/1000-4             	   30579	     39268 ns/op	   48155 B/op	    1000 allocs/op
BenchmarkStableSliceQueue/1000-4             	   30211	     38928 ns/op	   48155 B/op	    1000 allocs/op
BenchmarkStableSliceQueue/1000-4             	   29934	     39226 ns/op	   48154 B/op	    1000 allocs/op
BenchmarkStableSliceQueue/10000-4            	    2912	    397292 ns/op	  481573 B/op	   10003 allocs/op
BenchmarkStableSliceQueue/10000-4            	    2898	    395195 ns/op	  481546 B/op	   10003 allocs/op
BenchmarkStableSliceQueue/10000-4            	    2967	    394577 ns/op	  481534 B/op	   10003 allocs/op
BenchmarkStableSliceQueue/10000-4            	    2869	    399543 ns/op	  481530 B/op	   10003 allocs/op
BenchmarkStableSliceQueue/10000-4            	    3025	    400770 ns/op	  481565 B/op	   10003 allocs/op
BenchmarkStableSliceQueue/10000-4            	    3064	    412403 ns/op	  481539 B/op	   10003 allocs/op
BenchmarkStableSliceQueue/10000-4            	    2860	    392362 ns/op	  481536 B/op	   10003 allocs/op
BenchmarkStableSliceQueue/10000-4            	    2992	    400296 ns/op	  481553 B/op	   10003 allocs/op
BenchmarkStableSliceQueue/10000-4            	    2778	    392944 ns/op	  481520 B/op	   10003 allocs/op
BenchmarkStableSliceQueue/10000-4            	    3015	    388443 ns/op	  481572 B/op	   10003 allocs/op
BenchmarkStableSliceQueue/100000-4           	     303	   3957254 ns/op	 4815629 B/op	  100030 allocs/op
BenchmarkStableSliceQueue/100000-4           	     310	   4000952 ns/op	 4815505 B/op	  100030 allocs/op
BenchmarkStableSliceQueue/100000-4           	     304	   3961519 ns/op	 4815208 B/op	  100030 allocs/op
BenchmarkStableSliceQueue/100000-4           	     308	   3987071 ns/op	 4815287 B/op	  100030 allocs/op
BenchmarkStableSliceQueue/100000-4           	     291	   3936917 ns/op	 4815382 B/op	  100030 allocs/op
BenchmarkStableSliceQueue/100000-4           	     301	   3910121 ns/op	 4815411 B/op	  100030 allocs/op
BenchmarkStableSliceQueue/100000-4           	     308	   4016528 ns/op	 4815634 B/op	  100030 allocs/op
BenchmarkStableSliceQueue/100000-4           	     285	   3920550 ns/op	 4815440 B/op	  100030 allocs/op
BenchmarkStableSliceQueue/100000-4           	     284	   3918280 ns/op	 4815514 B/op	  100030 allocs/op
BenchmarkStableSliceQueue/100000-4           	     284	   3930447 ns/op	 4815512 B/op	  100030 allocs/op
BenchmarkStableSliceQueue/1000000-4          	      28	  39015781 ns/op	48154284 B/op	 1000302 allocs/op
BenchmarkStableSliceQueue/1000000-4          	      30	  39090182 ns/op	48154813 B/op	 1000303 allocs/op
BenchmarkStableSliceQueue/1000000-4          	      28	  38947203 ns/op	48154305 B/op	 1000303 allocs/op
BenchmarkStableSliceQueue/1000000-4          	      28	  39179976 ns/op	48154294 B/op	 1000303 allocs/op
BenchmarkStableSliceQueue/1000000-4          	      30	  39407194 ns/op	48154794 B/op	 1000303 allocs/op
BenchmarkStableSliceQueue/1000000-4          	      28	  39153960 ns/op	48154312 B/op	 1000303 allocs/op
BenchmarkStableSliceQueue/1000000-4          	      30	  38791210 ns/op	48154813 B/op	 1000303 allocs/op
BenchmarkStableSliceQueue/1000000-4          	      28	  39136002 ns/op	48154294 B/op	 1000303 allocs/op
BenchmarkStableSliceQueue/1000000-4          	      28	  39302835 ns/op	48154294 B/op	 1000303 allocs/op
BenchmarkStableSliceQueue/1000000-4          	      30	  39195880 ns/op	48154807 B/op	 1000303 allocs/op
BenchmarkStableSliceStack/1-4                	34785574	        29.33 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableSliceStack/1-4                	40298917	        32.48 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableSliceStack/1-4                	39674050	        29.47 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableSliceStack/1-4                	36249331	        29.25 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableSliceStack/1-4                	40039009	        29.47 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableSliceStack/1-4                	40314871	        29.53 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableSliceStack/1-4                	40222330	        29.18 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableSliceStack/1-4                	40354994	        29.43 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableSliceStack/1-4                	40013780	        29.21 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableSliceStack/1-4                	40120996	        29.34 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableSliceStack/10-4               	 4042659	       298.7 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableSliceStack/10-4               	 4015515	       296.6 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableSliceStack/10-4               	 4029464	       297.9 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableSliceStack/10-4               	 3976220	       299.9 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableSliceStack/10-4               	 3990968	       300.0 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableSliceStack/10-4               	 3995478	       297.7 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableSliceStack/10-4               	 4069466	       298.3 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableSliceStack/10-4               	 3987712	       296.6 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableSliceStack/10-4               	 4016494	       300.1 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableSliceStack/10-4               	 3903094	       298.1 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableSliceStack/100-4              	  405615	      2896 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableSliceStack/100-4              	  409604	      2897 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableSliceStack/100-4              	  405096	      2916 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableSliceStack/100-4              	  406550	      2939 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableSliceStack/100-4              	  368175	      2871 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableSliceStack/100-4              	  405793	      2873 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableSliceStack/100-4              	  405850	      2890 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableSliceStack/100-4              	  409573	      2899 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableSliceStack/100-4              	  388598	      2878 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableSliceStack/100-4              	  383216	      2910 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableSliceStack/1000-4             	   40992	     28730 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableSliceStack/1000-4             	   40381	     28949 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableSliceStack/1000-4             	   41271	     28658 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableSliceStack/1000-4             	   41427	     28994 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableSliceStack/1000-4             	   41827	     28726 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableSliceStack/1000-4             	   40902	     29103 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableSliceStack/1000-4             	   40620	     28930 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableSliceStack/1000-4             	   42073	     28687 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableSliceStack/1000-4             	   41906	     28732 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableSliceStack/1000-4             	   41577	     28782 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableSliceStack/10000-4            	    4137	    288139 ns/op	  160001 B/op	   10000 allocs/op
BenchmarkStableSliceStack/10000-4            	    4153	    294781 ns/op	  160001 B/op	   10000 allocs/op
BenchmarkStableSliceStack/10000-4            	    4089	    290283 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableSliceStack/10000-4            	    4150	    289360 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableSliceStack/10000-4            	    3580	    295482 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableSliceStack/10000-4            	    4080	    290706 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableSliceStack/10000-4            	    4027	    314692 ns/op	  160001 B/op	   10000 allocs/op
BenchmarkStableSliceStack/10000-4            	    4141	    285139 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableSliceStack/10000-4            	    4134	    290632 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableSliceStack/10000-4            	    3974	    287732 ns/op	  160001 B/op	   10000 allocs/op
BenchmarkStableSliceStack/100000-4           	     396	   2863635 ns/op	 1600011 B/op	  100000 allocs/op
BenchmarkStableSliceStack/100000-4           	     415	   2882560 ns/op	 1600007 B/op	  100000 allocs/op
BenchmarkStableSliceStack/100000-4           	     412	   2935589 ns/op	 1600010 B/op	  100000 allocs/op
BenchmarkStableSliceStack/100000-4           	     405	   2899497 ns/op	 1600009 B/op	  100000 allocs/op
BenchmarkStableSliceStack/100000-4           	     420	   2879665 ns/op	 1600009 B/op	  100000 allocs/op
BenchmarkStableSliceStack/100000-4           	     404	   2960358 ns/op	 1600009 B/op	  100000 allocs/op
BenchmarkStableSliceStack/100000-4           	     400	   2929291 ns/op	 1600009 B/op	  100000 allocs/op
BenchmarkStableSliceStack/100000-4           	     417	   2901918 ns/op	 1600009 B/op	  100000 allocs/op
BenchmarkStableSliceStack/100000-4           	     411	   2864238 ns/op	 1600010 B/op	  100000 allocs/op
BenchmarkStableSliceStack/100000-4           	     409	   2883425 ns/op	 1600008 B/op	  100000 allocs/op
BenchmarkStableSliceStack/1000000-4          	      39	  28616683 ns/op	16000093 B/op	 1000000 allocs/op
BenchmarkStableSliceStack/1000000-4          	      40	  28839911 ns/op	16000091 B/op	 1000000 allocs/op
BenchmarkStableSliceStack/1000000-4          	      39	  29147879 ns/op	16000103 B/op	 1000001 allocs/op
BenchmarkStableSliceStack/1000000-4          	      39	  29130802 ns/op	16000108 B/op	 1000001 allocs/op
BenchmarkStableSliceStack/1000000-4          	      40	  28785747 ns/op	16000062 B/op	 1000000 allocs/op
BenchmarkStableSliceStack/1000000-4          	      39	  28780276 ns/op	16000064 B/op	 1000000 allocs/op
BenchmarkStableSliceStack/1000000-4          	      40	  28626611 ns/op	16000081 B/op	 1000000 allocs/op
BenchmarkStableSliceStack/1000000-4          	      39	  28835754 ns/op	16000096 B/op	 1000001 allocs/op
BenchmarkStableSliceStack/1000000-4          	      37	  29184807 ns/op	16000093 B/op	 1000000 allocs/op
BenchmarkStableSliceStack/1000000-4          	      40	  28600266 ns/op	16000100 B/op	 1000001 allocs/op
PASS
ok  	github.com/ef-ds/deque-bench-tests	1423.076s
