goos: darwin
goarch: amd64
pkg: github.com/ef-ds/deque-bench-tests
cpu: Intel(R) Core(TM) i5-7267U CPU @ 3.10GHz
BenchmarkFillGostlQueue/0-4         	14197327	        82.55 ns/op	      88 B/op	       2 allocs/op
BenchmarkSlowIncreaseGostlQueue/1000000-4    	       6	 183845459 ns/op	40836528 B/op	 2015725 allocs/op
BenchmarkSlowIncreaseGostlQueue/1000000-4    	       6	 183346734 ns/op	40836528 B/op	 2015725 allocs/op
BenchmarkSlowIncreaseGostlQueue/1000000-4    	       6	 184215794 ns/op	40836528 B/op	 2015725 allocs/op
BenchmarkSlowIncreaseGostlQueue/1000000-4    	       6	 181289064 ns/op	40836576 B/op	 2015725 allocs/op
BenchmarkSlowIncreaseGostlQueue/1000000-4    	       6	 182202892 ns/op	40836560 B/op	 2015725 allocs/op
BenchmarkSlowIncreaseGostlStack/1-4          	 1745834	       680.8 ns/op	    1232 B/op	      10 allocs/op
BenchmarkSlowIncreaseGostlStack/1-4          	 1735359	       690.7 ns/op	    1232 B/op	      10 allocs/op
BenchmarkSlowIncreaseGostlStack/1-4          	 1749434	       679.7 ns/op	    1232 B/op	      10 allocs/op
BenchmarkSlowIncreaseGostlStack/1-4          	 1746580	       678.8 ns/op	    1232 B/op	      10 allocs/op
BenchmarkSlowIncreaseGostlStack/1-4          	 1749228	       680.9 ns/op	    1232 B/op	      10 allocs/op
BenchmarkSlowIncreaseGostlStack/1-4          	 1754305	       678.1 ns/op	    1232 B/op	      10 allocs/op
BenchmarkSlowIncreaseGostlStack/1-4          	 1742836	       680.2 ns/op	    1232 B/op	      10 allocs/op
BenchmarkSlowIncreaseGostlStack/1-4          	 1753081	       679.7 ns/op	    1232 B/op	      10 allocs/op
BenchmarkSlowIncreaseGostlStack/1-4          	 1743134	       680.0 ns/op	    1232 B/op	      10 allocs/op
BenchmarkSlowIncreaseGostlStack/1-4          	 1754078	       678.9 ns/op	    1232 B/op	      10 allocs/op
BenchmarkSlowIncreaseGostlStack/10-4         	  469810	      2436 ns/op	    1520 B/op	      28 allocs/op
BenchmarkSlowIncreaseGostlStack/10-4         	  456259	      2449 ns/op	    1520 B/op	      28 allocs/op
BenchmarkSlowIncreaseGostlStack/10-4         	  467385	      2444 ns/op	    1520 B/op	      28 allocs/op
BenchmarkSlowIncreaseGostlStack/10-4         	  467611	      2452 ns/op	    1520 B/op	      28 allocs/op
BenchmarkSlowIncreaseGostlStack/10-4         	  478644	      2440 ns/op	    1520 B/op	      28 allocs/op
BenchmarkSlowIncreaseGostlStack/10-4         	  470118	      2448 ns/op	    1520 B/op	      28 allocs/op
BenchmarkSlowIncreaseGostlStack/10-4         	  471944	      2437 ns/op	    1520 B/op	      28 allocs/op
BenchmarkSlowIncreaseGostlStack/10-4         	  467998	      2443 ns/op	    1520 B/op	      28 allocs/op
BenchmarkSlowIncreaseGostlStack/10-4         	  466611	      2448 ns/op	    1520 B/op	      28 allocs/op
BenchmarkSlowIncreaseGostlStack/10-4         	  481804	      2447 ns/op	    1520 B/op	      28 allocs/op
BenchmarkSlowIncreaseGostlStack/100-4        	   60771	     19364 ns/op	    4400 B/op	     208 allocs/op
BenchmarkSlowIncreaseGostlStack/100-4        	   61489	     19355 ns/op	    4400 B/op	     208 allocs/op
BenchmarkSlowIncreaseGostlStack/100-4        	   59738	     19560 ns/op	    4400 B/op	     208 allocs/op
BenchmarkSlowIncreaseGostlStack/100-4        	   61610	     19387 ns/op	    4400 B/op	     208 allocs/op
BenchmarkSlowIncreaseGostlStack/100-4        	   61354	     19270 ns/op	    4400 B/op	     208 allocs/op
BenchmarkSlowIncreaseGostlStack/100-4        	   61399	     19374 ns/op	    4400 B/op	     208 allocs/op
BenchmarkSlowIncreaseGostlStack/100-4        	   61896	     19399 ns/op	    4400 B/op	     208 allocs/op
BenchmarkSlowIncreaseGostlStack/100-4        	   61614	     19419 ns/op	    4400 B/op	     208 allocs/op
BenchmarkSlowIncreaseGostlStack/100-4        	   61552	     19431 ns/op	    4400 B/op	     208 allocs/op
BenchmarkSlowIncreaseGostlStack/100-4        	   61692	     19391 ns/op	    4400 B/op	     208 allocs/op
BenchmarkSlowIncreaseGostlStack/1000-4       	    5979	    193346 ns/op	   41352 B/op	    2038 allocs/op
BenchmarkSlowIncreaseGostlStack/1000-4       	    5958	    194112 ns/op	   41352 B/op	    2038 allocs/op
BenchmarkSlowIncreaseGostlStack/1000-4       	    5935	    198225 ns/op	   41352 B/op	    2038 allocs/op
BenchmarkSlowIncreaseGostlStack/1000-4       	    5994	    191480 ns/op	   41352 B/op	    2038 allocs/op
BenchmarkSlowIncreaseGostlStack/1000-4       	    5989	    192100 ns/op	   41352 B/op	    2038 allocs/op
BenchmarkSlowIncreaseGostlStack/1000-4       	    6219	    194425 ns/op	   41352 B/op	    2038 allocs/op
BenchmarkSlowIncreaseGostlStack/1000-4       	    5871	    195091 ns/op	   41352 B/op	    2038 allocs/op
BenchmarkSlowIncreaseGostlStack/1000-4       	    5794	    192603 ns/op	   41352 B/op	    2038 allocs/op
BenchmarkSlowIncreaseGostlStack/1000-4       	    6087	    194147 ns/op	   41352 B/op	    2038 allocs/op
BenchmarkSlowIncreaseGostlStack/1000-4       	    5926	    193061 ns/op	   41352 B/op	    2038 allocs/op
BenchmarkSlowIncreaseGostlStack/10000-4      	     618	   1930042 ns/op	  410088 B/op	   20203 allocs/op
BenchmarkSlowIncreaseGostlStack/10000-4      	     621	   1926904 ns/op	  410088 B/op	   20203 allocs/op
BenchmarkSlowIncreaseGostlStack/10000-4      	     618	   1926321 ns/op	  410089 B/op	   20203 allocs/op
BenchmarkSlowIncreaseGostlStack/10000-4      	     618	   1935403 ns/op	  410089 B/op	   20203 allocs/op
BenchmarkSlowIncreaseGostlStack/10000-4      	     614	   1949730 ns/op	  410088 B/op	   20203 allocs/op
BenchmarkSlowIncreaseGostlStack/10000-4      	     619	   1933681 ns/op	  410089 B/op	   20203 allocs/op
BenchmarkSlowIncreaseGostlStack/10000-4      	     620	   1930300 ns/op	  410088 B/op	   20203 allocs/op
BenchmarkSlowIncreaseGostlStack/10000-4      	     600	   1951158 ns/op	  410088 B/op	   20203 allocs/op
BenchmarkSlowIncreaseGostlStack/10000-4      	     594	   1940064 ns/op	  410088 B/op	   20203 allocs/op
BenchmarkSlowIncreaseGostlStack/10000-4      	     619	   1932069 ns/op	  410088 B/op	   20203 allocs/op
BenchmarkSlowIncreaseGostlStack/100000-4     	      56	  20443689 ns/op	 4085026 B/op	  201633 allocs/op
BenchmarkSlowIncreaseGostlStack/100000-4     	      52	  20304837 ns/op	 4085027 B/op	  201633 allocs/op
BenchmarkSlowIncreaseGostlStack/100000-4     	      57	  20178580 ns/op	 4085024 B/op	  201633 allocs/op
BenchmarkSlowIncreaseGostlStack/100000-4     	      55	  20336540 ns/op	 4085026 B/op	  201633 allocs/op
BenchmarkSlowIncreaseGostlStack/100000-4     	      56	  20246516 ns/op	 4085028 B/op	  201633 allocs/op
BenchmarkSlowIncreaseGostlStack/100000-4     	      57	  20258297 ns/op	 4085024 B/op	  201633 allocs/op
BenchmarkSlowIncreaseGostlStack/100000-4     	      56	  20268979 ns/op	 4085022 B/op	  201633 allocs/op
BenchmarkSlowIncreaseGostlStack/100000-4     	      54	  20399161 ns/op	 4085026 B/op	  201633 allocs/op
BenchmarkSlowIncreaseGostlStack/100000-4     	      56	  20335042 ns/op	 4085036 B/op	  201633 allocs/op
BenchmarkSlowIncreaseGostlStack/100000-4     	      58	  20252446 ns/op	 4085025 B/op	  201633 allocs/op
BenchmarkSlowIncreaseGostlStack/1000000-4    	       5	 205295670 ns/op	40835542 B/op	 2015725 allocs/op
BenchmarkSlowIncreaseGostlStack/1000000-4    	       5	 206283436 ns/op	40835504 B/op	 2015725 allocs/op
BenchmarkSlowIncreaseGostlStack/1000000-4    	       5	 206322384 ns/op	40835542 B/op	 2015725 allocs/op
BenchmarkSlowIncreaseGostlStack/1000000-4    	       5	 207150668 ns/op	40835600 B/op	 2015726 allocs/op
BenchmarkSlowIncreaseGostlStack/1000000-4    	       5	 208145401 ns/op	40835561 B/op	 2015725 allocs/op
BenchmarkSlowIncreaseGostlStack/1000000-4    	       5	 205725203 ns/op	40835523 B/op	 2015725 allocs/op
BenchmarkSlowIncreaseGostlStack/1000000-4    	       5	 207800846 ns/op	40835542 B/op	 2015725 allocs/op
BenchmarkSlowIncreaseGostlStack/1000000-4    	       5	 206166185 ns/op	40835542 B/op	 2015725 allocs/op
BenchmarkSlowIncreaseGostlStack/1000000-4    	       5	 205714561 ns/op	40835504 B/op	 2015725 allocs/op
BenchmarkSlowIncreaseGostlStack/1000000-4    	       5	 205728534 ns/op	40835523 B/op	 2015725 allocs/op
BenchmarkStableGostlQueue/0-4                	13528254	        87.10 ns/op	      88 B/op	       2 allocs/op
BenchmarkStableGostlQueue/0-4                	13587516	        87.23 ns/op	      88 B/op	       2 allocs/op
BenchmarkStableGostlQueue/0-4                	13620300	        94.94 ns/op	      88 B/op	       2 allocs/op
BenchmarkStableGostlQueue/0-4                	12882332	        90.20 ns/op	      88 B/op	       2 allocs/op
BenchmarkStableGostlQueue/0-4                	12982670	        87.63 ns/op	      88 B/op	       2 allocs/op
BenchmarkStableGostlQueue/0-4                	13419824	        87.36 ns/op	      88 B/op	       2 allocs/op
BenchmarkStableGostlQueue/0-4                	13347680	        88.65 ns/op	      88 B/op	       2 allocs/op
BenchmarkStableGostlQueue/0-4                	13430520	        87.80 ns/op	      88 B/op	       2 allocs/op
BenchmarkStableGostlQueue/0-4                	13390136	        87.47 ns/op	      88 B/op	       2 allocs/op
BenchmarkStableGostlQueue/0-4                	13345875	        86.97 ns/op	      88 B/op	       2 allocs/op
BenchmarkStableGostlQueue/1-4                	  932593	      1238 ns/op	    1352 B/op	      18 allocs/op
BenchmarkStableGostlQueue/1-4                	  925606	      1240 ns/op	    1352 B/op	      18 allocs/op
BenchmarkStableGostlQueue/1-4                	  925590	      1250 ns/op	    1352 B/op	      18 allocs/op
BenchmarkStableGostlQueue/1-4                	  900603	      1242 ns/op	    1352 B/op	      18 allocs/op
BenchmarkStableGostlQueue/1-4                	  928080	      1246 ns/op	    1352 B/op	      18 allocs/op
BenchmarkStableGostlQueue/1-4                	  924524	      1263 ns/op	    1352 B/op	      18 allocs/op
BenchmarkStableGostlQueue/1-4                	  929535	      1242 ns/op	    1352 B/op	      18 allocs/op
BenchmarkStableGostlQueue/1-4                	  903004	      1245 ns/op	    1352 B/op	      18 allocs/op
BenchmarkStableGostlQueue/1-4                	  931234	      1240 ns/op	    1352 B/op	      18 allocs/op
BenchmarkStableGostlQueue/1-4                	  919008	      1244 ns/op	    1352 B/op	      18 allocs/op
BenchmarkStableGostlQueue/10-4               	  155695	      7497 ns/op	    2600 B/op	     101 allocs/op
BenchmarkStableGostlQueue/10-4               	  157394	      7572 ns/op	    2600 B/op	     101 allocs/op
BenchmarkStableGostlQueue/10-4               	  155073	      7500 ns/op	    2600 B/op	     101 allocs/op
BenchmarkStableGostlQueue/10-4               	  156571	      7527 ns/op	    2600 B/op	     101 allocs/op
BenchmarkStableGostlQueue/10-4               	  157440	      7496 ns/op	    2600 B/op	     101 allocs/op
BenchmarkStableGostlQueue/10-4               	  155274	      7503 ns/op	    2600 B/op	     101 allocs/op
BenchmarkStableGostlQueue/10-4               	  156414	      7484 ns/op	    2600 B/op	     101 allocs/op
BenchmarkStableGostlQueue/10-4               	  156908	      7493 ns/op	    2600 B/op	     101 allocs/op
BenchmarkStableGostlQueue/10-4               	  156020	      7492 ns/op	    2600 B/op	     101 allocs/op
BenchmarkStableGostlQueue/10-4               	  156607	      7503 ns/op	    2600 B/op	     101 allocs/op
BenchmarkStableGostlQueue/100-4              	   17588	     68312 ns/op	   14840 B/op	     911 allocs/op
BenchmarkStableGostlQueue/100-4              	   17698	     67611 ns/op	   14840 B/op	     911 allocs/op
BenchmarkStableGostlQueue/100-4              	   17612	     68118 ns/op	   14840 B/op	     911 allocs/op
BenchmarkStableGostlQueue/100-4              	   17702	     67955 ns/op	   14840 B/op	     911 allocs/op
BenchmarkStableGostlQueue/100-4              	   17662	     67494 ns/op	   14840 B/op	     911 allocs/op
BenchmarkStableGostlQueue/100-4              	   17614	     67703 ns/op	   14840 B/op	     911 allocs/op
BenchmarkStableGostlQueue/100-4              	   17484	     67902 ns/op	   14840 B/op	     911 allocs/op
BenchmarkStableGostlQueue/100-4              	   17732	     67645 ns/op	   14840 B/op	     911 allocs/op
BenchmarkStableGostlQueue/100-4              	   17618	     67441 ns/op	   14840 B/op	     911 allocs/op
BenchmarkStableGostlQueue/100-4              	   17539	     67369 ns/op	   14840 B/op	     911 allocs/op
BenchmarkStableGostlQueue/1000-4             	    1719	    683265 ns/op	  155600 B/op	    9072 allocs/op
BenchmarkStableGostlQueue/1000-4             	    1716	    681828 ns/op	  155600 B/op	    9072 allocs/op
BenchmarkStableGostlQueue/1000-4             	    1725	    682383 ns/op	  155600 B/op	    9072 allocs/op
BenchmarkStableGostlQueue/1000-4             	    1700	    681147 ns/op	  155600 B/op	    9072 allocs/op
BenchmarkStableGostlQueue/1000-4             	    1688	    682597 ns/op	  155600 B/op	    9072 allocs/op
BenchmarkStableGostlQueue/1000-4             	    1730	    684253 ns/op	  155600 B/op	    9072 allocs/op
BenchmarkStableGostlQueue/1000-4             	    1714	    719703 ns/op	  155600 B/op	    9072 allocs/op
BenchmarkStableGostlQueue/1000-4             	    1716	    684145 ns/op	  155600 B/op	    9072 allocs/op
BenchmarkStableGostlQueue/1000-4             	    1722	    681563 ns/op	  155600 B/op	    9072 allocs/op
BenchmarkStableGostlQueue/1000-4             	    1741	    681442 ns/op	  155600 B/op	    9072 allocs/op
BenchmarkStableGostlQueue/10000-4            	     174	   6872215 ns/op	 1542164 B/op	   90404 allocs/op
BenchmarkStableGostlQueue/10000-4            	     172	   6812472 ns/op	 1542165 B/op	   90404 allocs/op
BenchmarkStableGostlQueue/10000-4            	     174	   6827564 ns/op	 1542161 B/op	   90404 allocs/op
BenchmarkStableGostlQueue/10000-4            	     175	   6922777 ns/op	 1542163 B/op	   90404 allocs/op
BenchmarkStableGostlQueue/10000-4            	     172	   6901025 ns/op	 1542165 B/op	   90404 allocs/op
BenchmarkStableGostlQueue/10000-4            	     171	   6916546 ns/op	 1542167 B/op	   90404 allocs/op
BenchmarkStableGostlQueue/10000-4            	     171	   6906448 ns/op	 1542164 B/op	   90404 allocs/op
BenchmarkStableGostlQueue/10000-4            	     175	   6777062 ns/op	 1542164 B/op	   90404 allocs/op
BenchmarkStableGostlQueue/10000-4            	     172	   6934026 ns/op	 1542162 B/op	   90404 allocs/op
BenchmarkStableGostlQueue/10000-4            	     172	   6974725 ns/op	 1542165 B/op	   90404 allocs/op
BenchmarkStableGostlQueue/100000-4           	      15	  71178393 ns/op	15372067 B/op	  903264 allocs/op
BenchmarkStableGostlQueue/100000-4           	      15	  71444583 ns/op	15372054 B/op	  903264 allocs/op
BenchmarkStableGostlQueue/100000-4           	      15	  71135613 ns/op	15372048 B/op	  903264 allocs/op
BenchmarkStableGostlQueue/100000-4           	      16	  71325969 ns/op	15372088 B/op	  903264 allocs/op
BenchmarkStableGostlQueue/100000-4           	      15	  71082205 ns/op	15372067 B/op	  903264 allocs/op
BenchmarkStableGostlQueue/100000-4           	      15	  71463942 ns/op	15372067 B/op	  903264 allocs/op
BenchmarkStableGostlQueue/100000-4           	      15	  71665780 ns/op	15372054 B/op	  903264 allocs/op
BenchmarkStableGostlQueue/100000-4           	      15	  71501288 ns/op	15372092 B/op	  903264 allocs/op
BenchmarkStableGostlQueue/100000-4           	      15	  71724037 ns/op	15372073 B/op	  903264 allocs/op
BenchmarkStableGostlQueue/100000-4           	      15	  71798167 ns/op	15372086 B/op	  903264 allocs/op
BenchmarkStableGostlQueue/1000000-4          	       2	 727345140 ns/op	153673376 B/op	 9031451 allocs/op
BenchmarkStableGostlQueue/1000000-4          	       2	 714454333 ns/op	153673136 B/op	 9031449 allocs/op
BenchmarkStableGostlQueue/1000000-4          	       2	 719038474 ns/op	153673184 B/op	 9031449 allocs/op
BenchmarkStableGostlQueue/1000000-4          	       2	 720782913 ns/op	153673280 B/op	 9031450 allocs/op
BenchmarkStableGostlQueue/1000000-4          	       2	 729427142 ns/op	153673328 B/op	 9031451 allocs/op
BenchmarkStableGostlQueue/1000000-4          	       2	 723936414 ns/op	153673328 B/op	 9031451 allocs/op
BenchmarkStableGostlQueue/1000000-4          	       2	 722747788 ns/op	153673040 B/op	 9031448 allocs/op
BenchmarkStableGostlQueue/1000000-4          	       2	 720518578 ns/op	153672992 B/op	 9031447 allocs/op
BenchmarkStableGostlQueue/1000000-4          	       2	 723984364 ns/op	153673136 B/op	 9031449 allocs/op
BenchmarkStableGostlQueue/1000000-4          	       2	 721503334 ns/op	153673184 B/op	 9031449 allocs/op
BenchmarkStableGostlStack/1-4                	12223119	        97.48 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableGostlStack/1-4                	12182592	        96.81 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableGostlStack/1-4                	12194558	       103.9 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableGostlStack/1-4                	12161725	        97.86 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableGostlStack/1-4                	12176780	        97.63 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableGostlStack/1-4                	12196429	        97.74 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableGostlStack/1-4                	12244186	        97.02 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableGostlStack/1-4                	12456556	        96.87 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableGostlStack/1-4                	12290715	        96.90 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableGostlStack/1-4                	12291157	        96.46 ns/op	      16 B/op	       1 allocs/op
BenchmarkStableGostlStack/10-4               	 1227939	       966.8 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableGostlStack/10-4               	 1235450	       969.7 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableGostlStack/10-4               	 1224607	       973.2 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableGostlStack/10-4               	 1234506	       968.4 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableGostlStack/10-4               	 1223944	       969.7 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableGostlStack/10-4               	 1235912	       972.2 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableGostlStack/10-4               	 1219172	       964.8 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableGostlStack/10-4               	 1236687	       961.5 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableGostlStack/10-4               	 1233690	       965.2 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableGostlStack/10-4               	 1233082	       969.8 ns/op	     160 B/op	      10 allocs/op
BenchmarkStableGostlStack/100-4              	  118771	      9682 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableGostlStack/100-4              	  122074	      9683 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableGostlStack/100-4              	  124234	      9623 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableGostlStack/100-4              	  122490	      9700 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableGostlStack/100-4              	  122323	      9710 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableGostlStack/100-4              	  121348	      9702 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableGostlStack/100-4              	  122816	      9671 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableGostlStack/100-4              	  122402	      9668 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableGostlStack/100-4              	  122738	      9665 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableGostlStack/100-4              	  120976	      9631 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStableGostlStack/1000-4             	   12338	     96391 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableGostlStack/1000-4             	   12404	     96018 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableGostlStack/1000-4             	   12391	     95915 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableGostlStack/1000-4             	   12382	     96220 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableGostlStack/1000-4             	   12206	     96968 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableGostlStack/1000-4             	   12399	     96128 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableGostlStack/1000-4             	   12414	     96023 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableGostlStack/1000-4             	   10000	    103440 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableGostlStack/1000-4             	   12444	     95920 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableGostlStack/1000-4             	   12327	     96682 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStableGostlStack/10000-4            	    1216	    964444 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableGostlStack/10000-4            	    1237	    965783 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableGostlStack/10000-4            	    1232	    959256 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableGostlStack/10000-4            	    1230	    965475 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableGostlStack/10000-4            	    1248	    959318 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableGostlStack/10000-4            	    1239	    958237 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableGostlStack/10000-4            	    1246	    965375 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableGostlStack/10000-4            	    1242	    968473 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableGostlStack/10000-4            	    1231	    961790 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableGostlStack/10000-4            	    1232	    961840 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStableGostlStack/100000-4           	     123	   9574645 ns/op	 1600002 B/op	  100000 allocs/op
BenchmarkStableGostlStack/100000-4           	     124	   9518614 ns/op	 1600003 B/op	  100000 allocs/op
BenchmarkStableGostlStack/100000-4           	     123	   9665308 ns/op	 1600003 B/op	  100000 allocs/op
BenchmarkStableGostlStack/100000-4           	     123	   9584316 ns/op	 1600004 B/op	  100000 allocs/op
BenchmarkStableGostlStack/100000-4           	     123	   9669093 ns/op	 1600003 B/op	  100000 allocs/op
BenchmarkStableGostlStack/100000-4           	     123	   9599720 ns/op	 1600004 B/op	  100000 allocs/op
BenchmarkStableGostlStack/100000-4           	     123	   9571459 ns/op	 1600003 B/op	  100000 allocs/op
BenchmarkStableGostlStack/100000-4           	     123	   9569420 ns/op	 1600001 B/op	  100000 allocs/op
BenchmarkStableGostlStack/100000-4           	     123	   9544360 ns/op	 1600002 B/op	  100000 allocs/op
BenchmarkStableGostlStack/100000-4           	     123	   9628879 ns/op	 1600003 B/op	  100000 allocs/op
BenchmarkStableGostlStack/1000000-4          	      12	  96081864 ns/op	16000032 B/op	 1000000 allocs/op
BenchmarkStableGostlStack/1000000-4          	      12	  96280392 ns/op	16000056 B/op	 1000000 allocs/op
BenchmarkStableGostlStack/1000000-4          	      12	  95955180 ns/op	16000008 B/op	 1000000 allocs/op
BenchmarkStableGostlStack/1000000-4          	      12	  95789168 ns/op	16000024 B/op	 1000000 allocs/op
BenchmarkStableGostlStack/1000000-4          	      12	  96468390 ns/op	16000024 B/op	 1000000 allocs/op
BenchmarkStableGostlStack/1000000-4          	      12	  96134282 ns/op	16000048 B/op	 1000000 allocs/op
BenchmarkStableGostlStack/1000000-4          	      12	  96742151 ns/op	16000024 B/op	 1000000 allocs/op
BenchmarkStableGostlStack/1000000-4          	      12	  96077340 ns/op	16000072 B/op	 1000000 allocs/op
BenchmarkStableGostlStack/1000000-4          	      12	  95622237 ns/op	16000016 B/op	 1000000 allocs/op
BenchmarkStableGostlStack/1000000-4          	      12	  96422634 ns/op	16000032 B/op	 1000000 allocs/op
PASS
ok  	github.com/ef-ds/deque-bench-tests	1503.482s
