goos: darwin
goarch: amd64
pkg: github.com/ef-ds/deque-bench-tests
cpu: Intel(R) Core(TM) i5-7267U CPU @ 3.10GHz
BenchmarkFillPhfQueue/0-4         	15948807	        77.88 ns/op	      64 B/op	       2 allocs/op
BenchmarkSlowIncreasePhfStack/1-4          	 5927658	       200.3 ns/op	     128 B/op	       5 allocs/op
BenchmarkSlowIncreasePhfStack/1-4          	 5928735	       202.6 ns/op	     128 B/op	       5 allocs/op
BenchmarkSlowIncreasePhfStack/1-4          	 5981209	       202.6 ns/op	     128 B/op	       5 allocs/op
BenchmarkSlowIncreasePhfStack/1-4          	 5995746	       200.4 ns/op	     128 B/op	       5 allocs/op
BenchmarkSlowIncreasePhfStack/1-4          	 6003028	       199.2 ns/op	     128 B/op	       5 allocs/op
BenchmarkSlowIncreasePhfStack/1-4          	 5934816	       199.8 ns/op	     128 B/op	       5 allocs/op
BenchmarkSlowIncreasePhfStack/1-4          	 6032335	       199.8 ns/op	     128 B/op	       5 allocs/op
BenchmarkSlowIncreasePhfStack/1-4          	 5957871	       200.4 ns/op	     128 B/op	       5 allocs/op
BenchmarkSlowIncreasePhfStack/1-4          	 5942594	       200.5 ns/op	     128 B/op	       5 allocs/op
BenchmarkSlowIncreasePhfStack/10-4         	  955062	      1152 ns/op	     992 B/op	      27 allocs/op
BenchmarkSlowIncreasePhfStack/10-4         	  998689	      1157 ns/op	     992 B/op	      27 allocs/op
BenchmarkSlowIncreasePhfStack/10-4         	  988681	      1157 ns/op	     992 B/op	      27 allocs/op
BenchmarkSlowIncreasePhfStack/10-4         	  994792	      1268 ns/op	     992 B/op	      27 allocs/op
BenchmarkSlowIncreasePhfStack/10-4         	  876874	      1158 ns/op	     992 B/op	      27 allocs/op
BenchmarkSlowIncreasePhfStack/10-4         	  998487	      1157 ns/op	     992 B/op	      27 allocs/op
BenchmarkSlowIncreasePhfStack/10-4         	  998917	      1153 ns/op	     992 B/op	      27 allocs/op
BenchmarkSlowIncreasePhfStack/10-4         	 1000000	      1157 ns/op	     992 B/op	      27 allocs/op
BenchmarkSlowIncreasePhfStack/10-4         	  901959	      1155 ns/op	     992 B/op	      27 allocs/op
BenchmarkSlowIncreasePhfStack/10-4         	  973879	      1154 ns/op	     992 B/op	      27 allocs/op
BenchmarkSlowIncreasePhfStack/100-4        	  137353	      8593 ns/op	    9248 B/op	     213 allocs/op
BenchmarkSlowIncreasePhfStack/100-4        	  138526	      8611 ns/op	    9248 B/op	     213 allocs/op
BenchmarkSlowIncreasePhfStack/100-4        	  134430	      8571 ns/op	    9248 B/op	     213 allocs/op
BenchmarkSlowIncreasePhfStack/100-4        	  137684	      8540 ns/op	    9248 B/op	     213 allocs/op
BenchmarkSlowIncreasePhfStack/100-4        	  138034	      8627 ns/op	    9248 B/op	     213 allocs/op
BenchmarkSlowIncreasePhfStack/100-4        	  137474	      8665 ns/op	    9248 B/op	     213 allocs/op
BenchmarkSlowIncreasePhfStack/100-4        	  136753	      8783 ns/op	    9248 B/op	     213 allocs/op
BenchmarkSlowIncreasePhfStack/100-4        	  136172	      8629 ns/op	    9248 B/op	     213 allocs/op
BenchmarkSlowIncreasePhfStack/100-4        	  136698	      8650 ns/op	    9248 B/op	     213 allocs/op
BenchmarkSlowIncreasePhfStack/100-4        	  137814	      8671 ns/op	    9248 B/op	     213 allocs/op
BenchmarkSlowIncreasePhfStack/1000-4       	   15704	     75870 ns/op	   81056 B/op	    2019 allocs/op
BenchmarkSlowIncreasePhfStack/1000-4       	   15711	     75575 ns/op	   81056 B/op	    2019 allocs/op
BenchmarkSlowIncreasePhfStack/1000-4       	   15579	     75406 ns/op	   81056 B/op	    2019 allocs/op
BenchmarkSlowIncreasePhfStack/1000-4       	   15660	     78307 ns/op	   81056 B/op	    2019 allocs/op
BenchmarkSlowIncreasePhfStack/1000-4       	   15598	     74854 ns/op	   81056 B/op	    2019 allocs/op
BenchmarkSlowIncreasePhfStack/1000-4       	   15795	     75371 ns/op	   81056 B/op	    2019 allocs/op
BenchmarkSlowIncreasePhfStack/1000-4       	   15841	     75096 ns/op	   81056 B/op	    2019 allocs/op
BenchmarkSlowIncreasePhfStack/1000-4       	   15771	     75085 ns/op	   81056 B/op	    2019 allocs/op
BenchmarkSlowIncreasePhfStack/1000-4       	   15513	     75494 ns/op	   81056 B/op	    2019 allocs/op
BenchmarkSlowIncreasePhfStack/1000-4       	   15723	     74860 ns/op	   81056 B/op	    2019 allocs/op
BenchmarkSlowIncreasePhfStack/10000-4      	    1380	    857258 ns/op	 1106336 B/op	   20027 allocs/op
BenchmarkSlowIncreasePhfStack/10000-4      	    1396	    849931 ns/op	 1106336 B/op	   20027 allocs/op
BenchmarkSlowIncreasePhfStack/10000-4      	    1371	    849619 ns/op	 1106337 B/op	   20027 allocs/op
BenchmarkSlowIncreasePhfStack/10000-4      	    1360	    854322 ns/op	 1106336 B/op	   20027 allocs/op
BenchmarkSlowIncreasePhfStack/10000-4      	    1386	    859187 ns/op	 1106336 B/op	   20027 allocs/op
BenchmarkSlowIncreasePhfStack/10000-4      	    1316	    850478 ns/op	 1106337 B/op	   20027 allocs/op
BenchmarkSlowIncreasePhfStack/10000-4      	    1384	    849795 ns/op	 1106337 B/op	   20027 allocs/op
BenchmarkSlowIncreasePhfStack/10000-4      	    1384	    850704 ns/op	 1106336 B/op	   20027 allocs/op
BenchmarkSlowIncreasePhfStack/10000-4      	    1362	    853100 ns/op	 1106336 B/op	   20027 allocs/op
BenchmarkSlowIncreasePhfStack/10000-4      	    1376	    852288 ns/op	 1106336 B/op	   20027 allocs/op
BenchmarkSlowIncreasePhfStack/100000-4     	     100	  10299839 ns/op	 9491378 B/op	  200033 allocs/op
BenchmarkSlowIncreasePhfStack/100000-4     	     100	  10260158 ns/op	 9491377 B/op	  200033 allocs/op
BenchmarkSlowIncreasePhfStack/100000-4     	     100	  10254872 ns/op	 9491381 B/op	  200033 allocs/op
BenchmarkSlowIncreasePhfStack/100000-4     	     100	  10234686 ns/op	 9491375 B/op	  200033 allocs/op
BenchmarkSlowIncreasePhfStack/100000-4     	     100	  10235959 ns/op	 9491382 B/op	  200033 allocs/op
BenchmarkSlowIncreasePhfStack/100000-4     	     100	  10268675 ns/op	 9491385 B/op	  200033 allocs/op
BenchmarkSlowIncreasePhfStack/100000-4     	     100	  10212564 ns/op	 9491378 B/op	  200033 allocs/op
BenchmarkSlowIncreasePhfStack/100000-4     	     100	  11545907 ns/op	 9491381 B/op	  200033 allocs/op
BenchmarkSlowIncreasePhfStack/100000-4     	      98	  10498199 ns/op	 9491381 B/op	  200033 allocs/op
BenchmarkSlowIncreasePhfStack/100000-4     	     100	  10302990 ns/op	 9491388 B/op	  200033 allocs/op
BenchmarkSlowIncreasePhfStack/1000000-4    	      12	  99172628 ns/op	82331560 B/op	 2000039 allocs/op
BenchmarkSlowIncreasePhfStack/1000000-4    	      12	  99220955 ns/op	82331560 B/op	 2000039 allocs/op
BenchmarkSlowIncreasePhfStack/1000000-4    	      12	 100665819 ns/op	82331568 B/op	 2000039 allocs/op
BenchmarkSlowIncreasePhfStack/1000000-4    	      10	 100976457 ns/op	82331571 B/op	 2000039 allocs/op
BenchmarkSlowIncreasePhfStack/1000000-4    	      12	  98667302 ns/op	82331568 B/op	 2000039 allocs/op
BenchmarkSlowIncreasePhfStack/1000000-4    	      12	  99320388 ns/op	82331552 B/op	 2000039 allocs/op
BenchmarkSlowIncreasePhfStack/1000000-4    	      12	  99302551 ns/op	82331560 B/op	 2000039 allocs/op
BenchmarkSlowIncreasePhfStack/1000000-4    	      12	 108399140 ns/op	82331552 B/op	 2000039 allocs/op
BenchmarkSlowIncreasePhfStack/1000000-4    	      10	 101668880 ns/op	82331552 B/op	 2000039 allocs/op
BenchmarkSlowIncreasePhfStack/1000000-4    	      12	 100187985 ns/op	82331560 B/op	 2000039 allocs/op
BenchmarkStablePhfQueue/1-4                	33044456	        33.96 ns/op	      16 B/op	       1 allocs/op
BenchmarkStablePhfQueue/1-4                	33526843	        33.74 ns/op	      16 B/op	       1 allocs/op
BenchmarkStablePhfQueue/1-4                	32907310	        33.97 ns/op	      16 B/op	       1 allocs/op
BenchmarkStablePhfQueue/1-4                	34045347	        34.10 ns/op	      16 B/op	       1 allocs/op
BenchmarkStablePhfQueue/1-4                	33928459	        34.35 ns/op	      16 B/op	       1 allocs/op
BenchmarkStablePhfQueue/1-4                	34171250	        34.70 ns/op	      16 B/op	       1 allocs/op
BenchmarkStablePhfQueue/1-4                	31727742	        34.11 ns/op	      16 B/op	       1 allocs/op
BenchmarkStablePhfQueue/1-4                	33691562	        33.89 ns/op	      16 B/op	       1 allocs/op
BenchmarkStablePhfQueue/1-4                	34234926	        33.76 ns/op	      16 B/op	       1 allocs/op
BenchmarkStablePhfQueue/1-4                	32063390	        34.29 ns/op	      16 B/op	       1 allocs/op
BenchmarkStablePhfQueue/10-4               	 3488372	       346.2 ns/op	     160 B/op	      10 allocs/op
BenchmarkStablePhfQueue/10-4               	 3519590	       343.0 ns/op	     160 B/op	      10 allocs/op
BenchmarkStablePhfQueue/10-4               	 3489621	       341.1 ns/op	     160 B/op	      10 allocs/op
BenchmarkStablePhfQueue/10-4               	 3484546	       345.1 ns/op	     160 B/op	      10 allocs/op
BenchmarkStablePhfQueue/10-4               	 3520681	       341.5 ns/op	     160 B/op	      10 allocs/op
BenchmarkStablePhfQueue/10-4               	 3517779	       341.9 ns/op	     160 B/op	      10 allocs/op
BenchmarkStablePhfQueue/10-4               	 3532630	       340.9 ns/op	     160 B/op	      10 allocs/op
BenchmarkStablePhfQueue/10-4               	 3525216	       343.9 ns/op	     160 B/op	      10 allocs/op
BenchmarkStablePhfQueue/10-4               	 3502590	       346.1 ns/op	     160 B/op	      10 allocs/op
BenchmarkStablePhfQueue/10-4               	 3470217	       343.1 ns/op	     160 B/op	      10 allocs/op
BenchmarkStablePhfQueue/100-4              	  335664	      3348 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStablePhfQueue/100-4              	  351350	      3324 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStablePhfQueue/100-4              	  344967	      3315 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStablePhfQueue/100-4              	  339351	      3326 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStablePhfQueue/100-4              	  338793	      3338 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStablePhfQueue/100-4              	  343846	      3325 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStablePhfQueue/100-4              	  334809	      3321 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStablePhfQueue/100-4              	  339836	      3317 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStablePhfQueue/100-4              	  340552	      3364 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStablePhfQueue/100-4              	  347061	      3318 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStablePhfQueue/1000-4             	   36009	     35700 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStablePhfQueue/1000-4             	   36282	     33362 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStablePhfQueue/1000-4             	   35971	     33255 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStablePhfQueue/1000-4             	   36243	     33202 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStablePhfQueue/1000-4             	   36333	     33519 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStablePhfQueue/1000-4             	   36277	     33405 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStablePhfQueue/1000-4             	   36226	     33209 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStablePhfQueue/1000-4             	   36116	     33179 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStablePhfQueue/1000-4             	   36232	     33013 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStablePhfQueue/1000-4             	   35491	     33204 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStablePhfQueue/10000-4            	    3543	    334936 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStablePhfQueue/10000-4            	    3472	    330542 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStablePhfQueue/10000-4            	    3472	    332441 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStablePhfQueue/10000-4            	    3607	    330204 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStablePhfQueue/10000-4            	    3429	    332806 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStablePhfQueue/10000-4            	    3499	    330973 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStablePhfQueue/10000-4            	    3375	    333213 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStablePhfQueue/10000-4            	    3543	    333547 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStablePhfQueue/10000-4            	    3540	    331549 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStablePhfQueue/10000-4            	    3507	    330506 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStablePhfQueue/100000-4           	     362	   3309111 ns/op	 1600005 B/op	  100000 allocs/op
BenchmarkStablePhfQueue/100000-4           	     362	   3305284 ns/op	 1600004 B/op	  100000 allocs/op
BenchmarkStablePhfQueue/100000-4           	     358	   3306923 ns/op	 1600002 B/op	  100000 allocs/op
BenchmarkStablePhfQueue/100000-4           	     362	   3452616 ns/op	 1600005 B/op	  100000 allocs/op
BenchmarkStablePhfQueue/100000-4           	     362	   3321051 ns/op	 1600005 B/op	  100000 allocs/op
BenchmarkStablePhfQueue/100000-4           	     358	   3320618 ns/op	 1600004 B/op	  100000 allocs/op
BenchmarkStablePhfQueue/100000-4           	     358	   3348896 ns/op	 1600002 B/op	  100000 allocs/op
BenchmarkStablePhfQueue/100000-4           	     362	   3321964 ns/op	 1600003 B/op	  100000 allocs/op
BenchmarkStablePhfQueue/100000-4           	     361	   3306690 ns/op	 1600003 B/op	  100000 allocs/op
BenchmarkStablePhfQueue/100000-4           	     361	   3303753 ns/op	 1600003 B/op	  100000 allocs/op
BenchmarkStablePhfQueue/1000000-4          	      33	  33177939 ns/op	16000052 B/op	 1000000 allocs/op
BenchmarkStablePhfQueue/1000000-4          	      33	  33603889 ns/op	16000046 B/op	 1000000 allocs/op
BenchmarkStablePhfQueue/1000000-4          	      31	  33076487 ns/op	16000065 B/op	 1000000 allocs/op
BenchmarkStablePhfQueue/1000000-4          	      34	  33010633 ns/op	16000064 B/op	 1000000 allocs/op
BenchmarkStablePhfQueue/1000000-4          	      34	  33067863 ns/op	16000039 B/op	 1000000 allocs/op
BenchmarkStablePhfQueue/1000000-4          	      33	  33146523 ns/op	16000052 B/op	 1000000 allocs/op
BenchmarkStablePhfQueue/1000000-4          	      33	  33207495 ns/op	16000072 B/op	 1000000 allocs/op
BenchmarkStablePhfQueue/1000000-4          	      34	  33092393 ns/op	16000076 B/op	 1000000 allocs/op
BenchmarkStablePhfQueue/1000000-4          	      32	  33080388 ns/op	16000084 B/op	 1000000 allocs/op
BenchmarkStablePhfQueue/1000000-4          	      34	  33384982 ns/op	16000042 B/op	 1000000 allocs/op
BenchmarkStablePhfStack/1-4                	35010313	        33.34 ns/op	      16 B/op	       1 allocs/op
BenchmarkStablePhfStack/1-4                	35004381	        33.27 ns/op	      16 B/op	       1 allocs/op
BenchmarkStablePhfStack/1-4                	35538907	        33.59 ns/op	      16 B/op	       1 allocs/op
BenchmarkStablePhfStack/1-4                	33739413	        33.25 ns/op	      16 B/op	       1 allocs/op
BenchmarkStablePhfStack/1-4                	34876545	        36.73 ns/op	      16 B/op	       1 allocs/op
BenchmarkStablePhfStack/1-4                	32416100	        33.32 ns/op	      16 B/op	       1 allocs/op
BenchmarkStablePhfStack/1-4                	35444116	        33.32 ns/op	      16 B/op	       1 allocs/op
BenchmarkStablePhfStack/1-4                	34632024	        33.49 ns/op	      16 B/op	       1 allocs/op
BenchmarkStablePhfStack/1-4                	34929097	        33.28 ns/op	      16 B/op	       1 allocs/op
BenchmarkStablePhfStack/1-4                	34872670	        33.47 ns/op	      16 B/op	       1 allocs/op
BenchmarkStablePhfStack/10-4               	 3554505	       337.0 ns/op	     160 B/op	      10 allocs/op
BenchmarkStablePhfStack/10-4               	 3544669	       339.8 ns/op	     160 B/op	      10 allocs/op
BenchmarkStablePhfStack/10-4               	 3564754	       337.0 ns/op	     160 B/op	      10 allocs/op
BenchmarkStablePhfStack/10-4               	 3552118	       338.7 ns/op	     160 B/op	      10 allocs/op
BenchmarkStablePhfStack/10-4               	 3553422	       339.9 ns/op	     160 B/op	      10 allocs/op
BenchmarkStablePhfStack/10-4               	 3557677	       341.8 ns/op	     160 B/op	      10 allocs/op
BenchmarkStablePhfStack/10-4               	 3462615	       338.0 ns/op	     160 B/op	      10 allocs/op
BenchmarkStablePhfStack/10-4               	 3535796	       336.7 ns/op	     160 B/op	      10 allocs/op
BenchmarkStablePhfStack/10-4               	 3561234	       339.5 ns/op	     160 B/op	      10 allocs/op
BenchmarkStablePhfStack/10-4               	 3562810	       339.3 ns/op	     160 B/op	      10 allocs/op
BenchmarkStablePhfStack/100-4              	  341454	      3286 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStablePhfStack/100-4              	  351100	      3299 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStablePhfStack/100-4              	  353703	      3326 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStablePhfStack/100-4              	  349260	      3303 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStablePhfStack/100-4              	  353907	      3305 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStablePhfStack/100-4              	  345843	      3299 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStablePhfStack/100-4              	  354451	      3305 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStablePhfStack/100-4              	  351111	      3291 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStablePhfStack/100-4              	  354277	      3302 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStablePhfStack/100-4              	  343578	      3296 ns/op	    1600 B/op	     100 allocs/op
BenchmarkStablePhfStack/1000-4             	   36550	     32936 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStablePhfStack/1000-4             	   36638	     32787 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStablePhfStack/1000-4             	   36510	     32837 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStablePhfStack/1000-4             	   36328	     32831 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStablePhfStack/1000-4             	   36537	     32849 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStablePhfStack/1000-4             	   36440	     32927 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStablePhfStack/1000-4             	   36279	     32674 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStablePhfStack/1000-4             	   36258	     33391 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStablePhfStack/1000-4             	   36675	     32978 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStablePhfStack/1000-4             	   36525	     32752 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkStablePhfStack/10000-4            	    3507	    328165 ns/op	  160001 B/op	   10000 allocs/op
BenchmarkStablePhfStack/10000-4            	    3600	    329784 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStablePhfStack/10000-4            	    3513	    328729 ns/op	  160001 B/op	   10000 allocs/op
BenchmarkStablePhfStack/10000-4            	    3555	    331839 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStablePhfStack/10000-4            	    3481	    329490 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStablePhfStack/10000-4            	    3466	    330863 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStablePhfStack/10000-4            	    3519	    329393 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStablePhfStack/10000-4            	    3661	    354249 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStablePhfStack/10000-4            	    3554	    325038 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStablePhfStack/10000-4            	    3609	    329157 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkStablePhfStack/100000-4           	     366	   3269329 ns/op	 1600006 B/op	  100000 allocs/op
BenchmarkStablePhfStack/100000-4           	     363	   3290332 ns/op	 1600006 B/op	  100000 allocs/op
BenchmarkStablePhfStack/100000-4           	     364	   3304599 ns/op	 1600006 B/op	  100000 allocs/op
BenchmarkStablePhfStack/100000-4           	     364	   3301884 ns/op	 1600006 B/op	  100000 allocs/op
BenchmarkStablePhfStack/100000-4           	     367	   3278370 ns/op	 1600009 B/op	  100000 allocs/op
BenchmarkStablePhfStack/100000-4           	     366	   3281831 ns/op	 1600004 B/op	  100000 allocs/op
BenchmarkStablePhfStack/100000-4           	     366	   3279919 ns/op	 1600003 B/op	  100000 allocs/op
BenchmarkStablePhfStack/100000-4           	     361	   3310461 ns/op	 1600009 B/op	  100000 allocs/op
BenchmarkStablePhfStack/100000-4           	     363	   3285653 ns/op	 1600007 B/op	  100000 allocs/op
BenchmarkStablePhfStack/100000-4           	     366	   3295343 ns/op	 1600005 B/op	  100000 allocs/op
BenchmarkStablePhfStack/1000000-4          	      34	  33120169 ns/op	16000073 B/op	 1000000 allocs/op
BenchmarkStablePhfStack/1000000-4          	      34	  32971627 ns/op	16000064 B/op	 1000000 allocs/op
BenchmarkStablePhfStack/1000000-4          	      34	  34163616 ns/op	16000101 B/op	 1000001 allocs/op
BenchmarkStablePhfStack/1000000-4          	      33	  35327885 ns/op	16000081 B/op	 1000000 allocs/op
BenchmarkStablePhfStack/1000000-4          	      34	  33069299 ns/op	16000079 B/op	 1000000 allocs/op
BenchmarkStablePhfStack/1000000-4          	      34	  32886836 ns/op	16000067 B/op	 1000000 allocs/op
BenchmarkStablePhfStack/1000000-4          	      34	  32867920 ns/op	16000087 B/op	 1000000 allocs/op
BenchmarkStablePhfStack/1000000-4          	      34	  32876288 ns/op	16000067 B/op	 1000000 allocs/op
BenchmarkStablePhfStack/1000000-4          	      34	  32770874 ns/op	16000073 B/op	 1000000 allocs/op
BenchmarkStablePhfStack/1000000-4          	      34	  32857217 ns/op	16000062 B/op	 1000000 allocs/op
PASS
ok  	github.com/ef-ds/deque-bench-tests	1411.571s
